paper_id;name;year
27520509;Journal of Intelligent and Robotic Systems;1999
27537121;International Transactions on Systems Science and Applications;2006
27578367;Applicable Algebra in Engineering, Communication and Computing;2013
27584925;Journal of Advanced Computational Intelligence and Intelligent Informatics;2009
27592702;Science in China Series F: Information Sciences;2015
27610999;Neural, Parallel & Scientific Computations archive;2008
27673800;Intelligenza Artificiale;2004
27687910;Eurasip Journal on Image and Video Processing;2015
27726302;Nordic Journal of Computing;1998
27743506;Lecture Notes in Computer Science;2013
27792916;Computing;1992
27843584;International Journal of Speech Technology;2003
27901986;IFAC Proceedings Volumes;2013
28039451;Acta Cybernetica;2008
28044850;Annals of Operations Research;2007
28073191;Social Networks;2005
28075351;Acta Cybernetica;2008
28100897;Computer-Aided Engineering;2007
28126750;Journal of Integrated Design & Process Science archive;2013
28146963;Journal of Instruction-level Parallelism;2003
28204172;Journal of Multimedia;2010
28227665;Discrete Mathematics;1998
28255667;Electronic Colloquium on Computational Complexity;2010
28268536;Computing and Informatics / Computers and Artificial Intelligence;2008
28284498;Lecture Notes in Computer Science;2012
28322649;Computing and Informatics / Computers and Artificial Intelligence;2014
28348527;International Journal of Speech Technology;1999
28353286;Discrete Mathematics;2012
28407686;Software Quality Journal;2019
28486306;Software Quality Journal;2002
28528780;Evolving Systems;2015
28538213;Computing;1977
28558117;Archive for Mathematical Logic;2004
28576920;International Journal of Computers Communications & Control;2011
28580676;Reliable Computing;1998
28584072;Journal of Advanced Computational Intelligence and Intelligent Informatics;2003
28594079;International Journal of Enterprise Information Systems;2012
28616492;Annales Des Télécommunications;1999
28652003;Computing;1993
28655942;Management Information Systems Quarterly;2014
28656686;Computing;1979
28690710;Journal of Universal Computer Science;2010
28703993;Reliability Engineering & System Safety;2004
28713051;Photonic Network Communications;2001
28733612;Computers & Operations Research;2017
28739319;Computational Optimization and Applications;1999
28739840;Information Processing Letters;1989
28856527;Journal of Intelligent Manufacturing;2002
28947645;Statistical Analysis and Data Mining;2016
28958311;Advances in Computers;2011
28980756;Computing;1989
29039706;Studies in health technology and informatics;2004
29058816;Elektrotechnik Und Informationstechnik;2008
29065766;Journal of Computational and Applied Mathematics;2010
29076817;Management Science;2019
29095235;Studies in health technology and informatics;2004
29124768;Transactions on Computational Systems Biology;2012
29141040;Computing;1989
29142153;Elektrotechnik Und Informationstechnik;2014
29150719;Journal of Intelligent Manufacturing;2003
29233827;Management Information Systems Quarterly;2006
29254079;Computing;1989
29260951;Science in China Series F: Information Sciences;2015
29269980;Journal of Cryptology;2001
29271310;Computers and The Humanities;1999
29291471;Journal of Universal Computer Science;2009
29363450;Annals of Operations Research;2001
29393544;Wireless Personal Communications;1999
29397008;South African Computer Journal;2002
29411668;Journal of Integrated Design & Process Science archive;2000
29466429;Annals of Operations Research;2001
29477334;Journal of Intelligent Manufacturing;1999
29483173;Journal of Intelligent Manufacturing;1998
29544244;Numerische Mathematik;2017
29663580;Computers and The Humanities;2001
29686844;Advances in intelligent systems and computing;2015
29698129;Journal of Electronic Testing;1997
29732391;Computing;1986
29787653;Journal of Universal Computer Science;2007
29789597;Journal of Global Optimization;2000
29791766;IEEE Transactions on Information Theory;2016
29802100;Distributed and Parallel Databases;2001
29806169;Ad Hoc & Sensor Wireless Networks;2010
29811937;Nordic Journal of Computing;1997
29832557;Queueing Systems;1997
29907588;Electronic Colloquium on Computational Complexity;2013
29955067;Programming and Computer Software;2003
29980271;Journal of Universal Computer Science;2005
29982813;Transactions on Data Privacy;2012
29991087;Electronic Communication of The European Association of Software Science and Technology;2011
30005235;Synthese;2003
30050666;Journal of Integrated Design & Process Science archive;2011
30054335;Queueing Systems;1997
30105802;Computer-Aided Engineering;2008
30143669;Annals of Operations Research;2001
30165287;Nordic Journal of Computing;1995
30187074;Electronic Communication of The European Association of Software Science and Technology;2009
30213274;Journal of Automated Reasoning;2009
30228692;Reliable Computing;1997
30251028;Annales Des Télécommunications;2005
30305150;Wireless Personal Communications;2003
30315086;Photonic Network Communications;2000
30379028;Management Information Systems Quarterly;2014
30514783;Synthese;1998
30528278;Journal of Electronic Testing;1999
30539812;Annals of Operations Research;2000
30559923;Journal on Satisfiability, Boolean Modeling and Computation;2009
30609131;Journal of Multimedia;2009
30715791;Journal of Management Information Systems;2003
30772131;Nordic Journal of Computing;1999
30813441;Computing;1983
30815969;Queueing Systems;1999
30823564;Journal of Multimedia;2006
30858885;Advances in Computational Mathematics;1998
30901734;Soft Computing;2003
30949495;Journal of Automata, Languages and Combinatorics;2008
31006655;Journal of Digital Information Management;2007
31026668;Nordic Journal of Computing;2000
31084713;International Journal of Wireless Information Networks;2000
31106773;Lecture Notes in Computer Science;2003
31112845;Journal of Scheduling;2017
31142903;Advances in Computational Mathematics;2003
31145753;Annales Des Télécommunications;2003
31148850;Journal of Intelligent Manufacturing;1998
31199682;Electronic Journal of Combinatorics;2016
31244878;Computing;1990
31289266;International Journal of Electronic Commerce;2004
31294369;Reliable Computing;2001
31325338;Synthese;2002
31365499;Nordic Journal of Computing;1999
31385906;Nordic Journal of Computing;1994
31397120;Journal of Automata, Languages and Combinatorics;2007
31422387;Computing;1974
31453327;IEEE Transactions on Information Theory;2016
31595256;Ars Combinatoria;2001
31611110;Journal of Universal Computer Science;2008
31695305;Computing;1982
31723533;Annales Des Télécommunications;2005
31780158;Scientometrics;2000
31791647;Journal of Automata, Languages and Combinatorics;2002
31874080;Computers and The Humanities;2001
31915735;Journal of Information Technology Research;2013
31954903;Computers, Environment and Urban Systems;2013
32002537;Ibm Journal of Research and Development;2012
32072441;Electronic Colloquium on Computational Complexity;2010
32074478;The International Arab Journal of Information Technology;2006
32172252;Computational Management Science;2012
32190225;Wireless Personal Communications;2003
32282549;Reliable Computing;2000
32282706;Lecture Notes in Computer Science;2013
32304491;Photonic Network Communications;2003
32315415;Wireless Networks;1998
32339595;Annals of Operations Research;2001
32340761;Photonic Network Communications;2001
32394118;Innovations in Systems and Software Engineering;2016
32395600;Electronic Notes in Discrete Mathematics;1999
32402150;IACR Cryptology ePrint Archive;2003
32442267;Cognitive Science;2012
32468306;The Journal of information and systems in education;2013
32487714;Journal of the Association for Information Systems;2014
32526628;Applied Mathematics Letters;2009
32559065;Advances in Computers;2011
32638679;Electronic Notes in Discrete Mathematics;2008
32652649;Engineering Letters;2008
32677852;Acta Cybernetica;2009
32682462;Computational Optimization and Applications;2001
32688559;Journal of Intelligent Manufacturing;2003
32713153;Annals of Operations Research;2002
32723560;EURASIP Journal on Advances in Signal Processing;2004
32828536;Cognitive Science;2013
32836389;International Journal of Network Security;2008
32848683;IFAC Proceedings Volumes;2013
32862265;Communications of The Ais;2003
32882146;Annals of Operations Research;2001
32882897;Synthese;2002
32969271;Informing Science The International Journal of an Emerging Transdiscipline;2014
32997470;IFAC Proceedings Volumes;2003
33073624;International Journal of Intelligent Information and Database Systems;2017
33092544;Journal of Mathematical Modelling and Algorithms;2013
33104962;Journal of Advanced Computational Intelligence and Intelligent Informatics;2008
33105495;European Journal of Operational Research;2020
33139900;International Journal of Knowledge-based and Intelligent Engineering Systems;2012
33157556;International Journal of Parallel Programming;1996
33391418;Information Technology & Management;2003
33391834;European Journal of Operational Research;2019
33543244;Journal of Automata, Languages and Combinatorics;2008
33545982;Cybernetics and Human Knowing;1999
33576187;Journal of Universal Computer Science;2010
33580913;Informatica (slovenia);1998
33588775;Presence: Teleoperators & Virtual Environments;1997
33638075;Siam Journal on Financial Mathematics;2016
33640052;Reliable Computing;2000
33672085;Journal of Intelligent and Robotic Systems;2002
33685597;Computing;1975
33725261;Sensors;2017
33756405;Reliable Computing;1998
33770568;Natural Computing;2003
33777083;Queueing Systems;1998
33808975;Reliable Computing;1998
33809141;Journal of Automata, Languages and Combinatorics;2004
33830653;Information Systems Research;2017
33831760;Journal of Intelligent Manufacturing;1999
33892634;Fuzzy Sets and Systems;2013
33893719;Journal of Intelligent Manufacturing;1998
33921816;Annals of Operations Research;2000
33976374;Wirtschaftsinformatik und Angewandte Informatik;2007
34069090;Studies in computational intelligence;2013
34197889;Journal of the American Medical Informatics Association;2002
34242485;Information Systems Research;2016
34298273;Web Intelligence and Agent Systems: An International Journal;2007
34340688;Journal of Computational Design and Engineering;2014
34374476;Presence: Teleoperators & Virtual Environments;1994
34381828;International Journal on Software Tools for Technology Transfer;2001
34399546;Mathematical Programming;2003
34444373;Telecommunication Systems;2003
34477560;Journal of Universal Computer Science;2010
34559920;Lecture Notes in Computer Science;1990
34569623;Journal of Intelligent Manufacturing;2002
34601587;Journal of Intelligent and Robotic Systems;1999
