paper_id;title;year
178990551;National Culture, Infrastructure, and Costs: Factors that Lead to the Use of Wireless Technologies;2004
179010024;Intelligent and Flexible Manufacturing Product Line Supported by Agents and Wireless Sensor and Actuator Network;2013
179024325;Work-optimal simulation of PRAM models on meshes;1995
179122090;Map-Based Precision Vehicle Localization in Urban Environments;2007
179141002;Tubular Structure Filtering by Ranking Orientation Responses of Path Operators;2014
179146403;Neuro-fuzzy Model-based Control;1998
179147012;A Multi-agent Approach for Web Adaptation;2009
179160375;Implementing Functional Safety Standards - Experiences from the Trials about Required Knowledge and Competencies (SafEUr);2013
179186061;Contours of diffusion of electronic data interchange in Finland: Overcoming technological barriers and collaborating to make it happen;1998
179221725;An integrated intelligent process planning system (IIPPS) for machining;1998
179229458;Three Issues Concerning Relevance in IS Research: Epistemology, Audience, and Method;2001
179259710;Exceptional Family of Elements and Feasibility for Nonlinear Complementarity Problems;2003
179272295;Spintronic Memristor as Interface Between DNA and Solid State Devices;2016
179319318;Agent-Based approach to RBF network training with floating centroids;2012
179335311;Self Organising Maps on Compute Unified Device Architecture for the Performance Monitoring of Emergency Call-Taking Centre;2013
179352250;Stochastic behaviour of a stand-by redundant complex system with imperfect switching over devices;1970
179378812;Precise pitch control in Real Time Corpus-Based concatenative synthesis;2012
179437458;Large deformation diffeomorphic registration of diffusion-weighted images with explicit orientation optimization.;2013
179463041;Index Sets in Modeling Languages;2000
179468252;Concurrent Delay Testing in Totally Self-Checking Systems;1998
179470613;An agent-oriented approach to the integration of information sources;2005
179476875;Machine vision application to the detection of water-borne micro-organisms;2009
179514658;Probabilistic relational hoare logics for computer-aided security proofs;2012
179560663;An optimized derivation of event queries to monitor choreography violations;2012
179639259;Static analysis of Android programs;2011
179652530;Numerical validation for an inverse matrix eigenvalue problem;1994
179660676;A manifold regularization approach to calibration reduction for sensor-network based tracking;2006
179689264;Towards the definition of a framework supporting high level reliability of services;2012
179691814;Computing strong articulation points and strong bridges in large scale graphs;2012
179692108;Beautiful Lemons: Adverse Selection in Durable-Goods Markets with Sorting;2017
179719019;Improving data reduction for 3D shape preserving;2009
179721236;Simultaneous multiscale polyaffine registration by incorporating deformation statistics;2012
179724006;LEARNING PROFILES FOR HETEROGENEOUS DISTRIBUTED INFORMATION SOURCES;2010
179750864;Blackhole Pushdown Automata;2011
179768712;$sqrt 3$-Subdivision Wavelets for Sharp Features Preservation;2014
179769663;Manifold diffusion for exophytic kidney lesion detection on non-contrast CT images.;2013
179787377;Similarity Measure and Instance Selection for Collaborative Filtering;2004
179789672;Strangers and Friends Adapting the Conversational Style of an Artificial Agent;2013
179819473;Hybrid finite difference methods for solving modified burgers and Burgers-Huxley equations;2010
179828086;Obstructions to the Existence of Universal Stabilizers for Smooth Control Systems;2004
179836651;Endmember Extraction by Exemplar Finder;2013
179844303;MATHEMATICS. A SCIENCE OF PATTERNS;1997
179875050;An Introduction to Probabilistic Automata.;2002
179881429;Static Source Code Analysis using OCL;2008
179890737;Elementary dependency trees for identifying corpus-specific semantic classes;1999
179891602;Network Awareness in Internet-Scale Stream Processing.;2005
179933830;Bounds for a class of stochastic recursive equations;1999
179936435;An Innovative Solution for Dynamic Bandwidth Engineering in IP/MPLS Networks with QoS Support;2004
179944940;Topic and language specific internet search engine;2007
179951588;Maximum a posteriori fast fading channel estimation based exclusively on pilot symbols;2001
179993435;Security Measures and Weaknesses of the GPRS Security Architecture;2008
180026901;SMEs - social media marketing performance;2016
180102709;Self-expression and Dynamic Attribute-Based Ensembles in SCEL;2014
180112536;Bayesian Principal Geodesic Analysis in Diffeomorphic Image Registration;2014
180116065;A Hybrid Algorithm for the Non-Guillotine Cutting Problem;2002
180126375;Visualisierung und Animation der semantischen Analyse von Programmen;2000
180144431;Practicability of HFE Scheme for Wireless Sensor Network;2013
180164528;Private agenda and re-election incentives;2016
180170076;ParMarkSplit: A Parallel Mark-Split Garbage Collector Based on a Lock-Free Skip-List;2014
180196925;Rely-Guarantee Protocols;2014
180199577;Targeted optical biopsies for surveillance endoscopies;2011
180210362;Transfer Prototype-Based Fuzzy Clustering;2016
180252183;Secure Distributed Subgroup Discovery in Horizontally Partitioned Data;2011
180269986;Problems and barriers of ICT utilization on Iranian construction sites: case study on the successful use of ICT in remote construction sites;2012
180294487;Fast median-finding on mesh-connected computers with segmented buses;1995
180310160;A Homological Lower Bound for Order Dimension of Lattices;1999
180322295;Direct and indirect learning methods for adaptive predistortion of IIR Hammerstein systems;2008
180420728;Adhesivity is not enough: local church-rosser revisited;2011
180438219;Partial connector colouring;2012
180509295;A short non-delegatable strong designated verifier signature;2012
180510140;Extending the NegEx lexicon for multiple languages.;2013
180516165;Real-time 4d ultrasound mosaicing and visualization;2011
180517311;Search Engine Optimization—Black and White Hat Approaches;2010
180520109;Computation of bounds on population parameters when the data are incomplete;2003
180562175;The bard in bits: Electronic editions of Shakespeare and programs to analyze them;1990
180578921;Analysis and evaluation of the maximum throughput for data streaming over IEEE 802.15.4 wireless networks;2013
180593509;A new non‐polynomial univariate interpolation formula of Hermite type;1999
180602404;A general framework for probabilistic characterizing formulae;2012
180610100;Coherent Functions in Autonomous Systems.;2003
180639255;A Fast Algorithm to Estimate the Distance Spectrum of Turbo Codes and Tail-Biting Turbo Codes;2003
180647572;Generating tonal distinctions in Mandarin Chinese using an electrolarynx with preprogrammed tone patterns;2016
180662690;Adaptive oscillator networks for partial tracking and piano music transcription;2000
180694554;Iterative Construction of Cayley Expander Graphs;2006
180695524;A Method for Designing a Deterministic Test Pattern Generator Based on Cellular Automata;1999
180705417;A MAC Protocol for IP Differentiated Services in a WDM Metropolitan Area Network;2001
180706989;On a (W)ENO-type multiscale representation based on quincunx refinement: application to image compression;2010
180711869;Application of the Augmented Lagrangian-SQP Method to Optimal Control Problems for the Stationary Burgers Equation;2000
180747611;Strategic and Tactical Hospital Bed Management in Belgium and in France;2010
180830161;Estimation of Implementation Losses in MAC Protocols for Wireless CDMA Networks;2001
180870158;CAPTCHAs: An Artificial Intelligence Application to Web Security;2011
180888040;Location Verification Systems for VANETs in Rician Fading Channels;2016
180889839;A hybrid approach of linear programming and logic modeling for the market core of sealed bid auctions;1997
180924038;Tree-Structured Linear Cellular Automata and Their Applications in BIST;1999
180925943;Solving Weighted Max-SAT Problems in a Reduced Search Space: A Performance Analysis;2008
180982727;Zerlegungen von Semi-Thue-Systemen;1969
180988679;Automated Discovery Systems and Scientific Realism;2002
180991823;Crocodile: a symbolic/symbolic tool for the analysis of symmetric nets with bag;2011
181019580;Viewpoint Computing as social science;2009
181033365;A multi-dimensional and event-based model for trust computation in the social web;2012
181038668;An Effective High-Order Interval Method for Validating Existence and Uniqueness of the Solution of an IVP for an ODE;2001
181069789;Fast Calculation of the Empty Volume in Molecular Systems by the Use of Voronoi-Delaunay Subsimplexes;2014
181080197;Application level active network (alan) server management architecture;2004
181102875;Adding value to biodiversity images through community annotation;2007
181112729;A 32-bit RC4-like Keystream Generator.;2005
181123448;Majority decisions when abstention is possible;2012
181142274;Refining discretizations of continuous-valued attributes;2012
181177096;Singly-implicit Runge-Kutta methods for retarded and ordinary differential equations;1990
181254731;Asymptotically optimal low-cost solid codes;2004
181266127;Facets of the Graph Coloring Polytope;2002
181278426;Meta-analytic clustering of the insular cortex: Characterizing the meta-analytic connectivity of the insula when involved in active tasks;2012
181289408;Keyframe-based bi-directional 2-D mesh representation for video object tracking and manipulation;1999
181307865;SOFTWARE PRODUCT FEATURES: SHOULD WE FOCUS ON THE ATTRACTIVE OR THE IMPORTANT?;2015
181322492;An Interpretive Study of How Practitioners Use Entity-Relationship Modelling in a Ternary Relationship Situation;2003
181332671;Sensor Networks Security Based on Sensitive Robots Agents: A Conceptual Model;2013
181404862;Evaluation of in vivo liver tissue characterization with spectral RF analysis versus elasticity;2011
181405090;National Achievements in Control Theory (The Aerospace Perspective);2004
181429175;Consistency Requirements and Pattern Methods in Cost Sharing Problems with Technological Cooperation;2018
181441737;Towards a Cybernetic Theory and Reference Model of Self designing Complex Collaborative Networks;2012
181466520;Towards Benchmarking of Functional Safety in the Automotive Industry;2013
181474454;A comparison of cybersickness incidences, symptom profiles, measurement techniques, and suggestions for further research;1997
181519306;MULTIDIMENSIONAL ONLINE MOTION PLANNING FOR A SPHERICAL ROBOT;2010
181529752;PyStruct: learning structured prediction in python;2014
181535317;A Biofeedback Game for Training Arousal Regulation during a Stressful Task: The Space Investor;2013
181550842;NLP AND ONTOLOGY MATCHING - A Successful Combination for Trialogical Learning;2010
181558543;On pricing strategies of boundedly rational telecommunication operators;2012
181570977;A Localized MKL Method for Brain Classification with Known Intra-class Variability;2012
181588126;Fundamentals of Distributed Computing: A Practical Tour of Vector Clock Systems;2002
181622867;Details of a successful clinical decision support system.;2007
181628467;Large-Scale Security Analysis of the Web: Challenges and Findings;2014
181631850;Efficient Data Analytics Over Cloud;2013
181680466;ID-Based Adaptive Oblivious Transfer;2009
181688726;Crisis Mobility of Pedestrians: From Survey to Modelling, Lessons from Lebanon and Argentina;2014
181706318;TRIZ-based Anticipatory Design of Future Products and Processes;2012
181723900;Determining cutting stock patternswhen defects are present;1998
181753131;TransElas: Elastic Transaction Monitoring for Web2.0 Applications;2012
181787362;Reduction of faulty detected shot cuts and cross dissolve effects in video segmentation process of different categories of digital videos;2011
181801746;Performance evaluation of a WDM metropolitan network: A virtual prototyping approach;2007
181804555;Macroscopic sensor networks: Application issues in healthcare;2006
181836579;Style composition in action research publication;2012
181842068;A Debugging System Based on Natural Semantics.;2009
181848957;Complete axiomatizations for reasoning about knowledge and branching time;2003
181849460;Application of Lemmatization and Summarization Methods in Topic Identification Module for Large Scale Language Modeling Data Filtering;2012
181872144;Simulation and HRI Recent Perspectives with the MORSE Simulator;2014
181896662;Diagrammatic Representation of Interval Space in Proving Theorems about Interval Relations;1997
181975781;A General Duality Scheme for Nonconvex Minimization Problems with a Strict Inequality Constraint;1998
181977852;An Interior Point Algorithm for Computing Saddle Points of Constrained Continuous Minimax;2000
181982077;Interactive Discovery of Interesting Subgroup Sets;2013
181985881;Tell me what you like and i'll tell you what you are: discriminating visual preferences on flickr data;2012
181997537;Management of Information Security: Challenges and Research Directions;2007
182004018;An Improved Branch & Bound Method for the Uncapacitated Competitive Location Problem;2003
182049128;Properties of Three-Dimensional Median Line Location Models;2003
182068010;Dealing with Aggregate Queries in an Uncertain Database Model Based on Possibilistic Certainty;2014
182114247;Clustering with error-estimation for monitoring reputation of companies on Twitter;2013
182119597;All that jazz in the random forest;2011
182135273;Periodic solutions for a generalized p-Laplacian equation;2012
182190200;Investigating Information Systems with Positivist Case Research;2004
182198573;EU Project SafEUr - Competence Requirements for Functional Safety Managers;2012
182202747;Spatially Constrained Random Walk Approach for Accurate Estimation of Airway Wall Surfaces;2013
182237296;Integrating skills into multi-agent systems;1998
182281453;Wrapping Function of the Initial Value Problem for ODE: Applications;1999
182286721;Abstract Channels and Their Robust Information-Leakage Ordering;2014
182414412;Longitudinal change detection: inference on the diffusion tensor along white-matter pathways;2011
182419866;Using self organizing maps to analyze demographics and swing state voting in the 2008 u.s. presidential election;2012
182422467;The ICOCOON virtual meeting room: a virtual environment as a support tool for multipoint teleconference systems;2012
182451770;A parallel algorithm manager for networked workstations;1997
182468467;Automated Theorem Proving using the TPTP Process Instruction Language;2014
182476295;Algorithms for Dynamic Routing in All-Optical Networks;2000
182522459;Constraint Programming Based Lagrangian Relaxation for the Automatic Recording Problem;2003
182525246;Extensional crisis and proving identity;2014
182541087;Estimate for the number of zeros of Abelian integrals for a kind of quartic hamiltonians;2008
182580815;Report on Workshop on Very Large Spatial Databases;1990
182594508;Infinite families of accelerated series for some classical constants by the Markov-WZ Method;2005
182599932;Nomadicity: anytime, anywhere in a disconnected world;1996
182605591;Energy efficiency of mobile clients in cloud computing;2010
182611250;Detecting patient motion in projection space for cone-beam computed tomography;2011
182648451;Models of Autonomy and Coordination: Integrating Subjective and Objective Approaches in Agent Development Frameworks;2015
182652162;Robust Sliding-mode Control of Nine-link Biped Robot Walking;1997
182687694;Smart Card Terminal Systems Using ISO/IEC 7816-3 Interface and 8051 Microprocessor Based on the System-on-Chip;2003
182698724;Combining Surface and Fiber Geometry: An Integrated Approach to Brain Morphology;2013
182725370;Bio-inspired design of an artificial muscular hydrostat unit for soft robotic systems;2012
182728720;Performance Analysis of Aggregation Algorithms for Vehicular Delay-Tolerant Networks;2014
182781187;Crawling the infinite web;2007
182863267;A Structural Approach to Measuring Uncertainty in Supply Chains;2005
182885229;Irregular edge coloring of 2 -regular graphs;2011
182897001;Segmenting thalamic nuclei: what can we gain from HARDI?;2011
182929511;Improving the accuracy of similarity measures by using link information;2011
182943411;Improving document summarization by incorporating social contextual information;2011
183066849;A system of patterns for reusable aspect libraries;2011
183093845;On the Upward Planarity of Mixed Plane Graphs;2013
183100547;Live Memory Acquisition through FireWire;2010
183144231;A comparative study of physiological models on cardiac deformation recovery: effects of biomechanical constraints;2011
183144871;Speech-Audio Interface for Medical Information Management in Field Environments;2001
183177813;Business Processes as Social Entities – A Use Case Driven Approach;2013
183213778;CAMPS: a constraint-based architecturefor multiagent planning and scheduling;1998
183217503;Sieve-in-the-Middle: Improved MITM Attacks;2013
183236127;Explaining with Mechanisms and Its Impact on Organisational Diagnosis;2013
183239553;Coupling strategy for matching different methods in solving singularity problems;1991
183240657;Why does language matter to artificial intelligence;1992
183253369;Optimal algorithms for some intersection radius problems;1994
183256609;Introducing Collaborative Practices in Small Medium Enterprises;2010
183311428;The Transformation of the Web: How Emerging Communities Shape the Information we Consume;2006
183315321;InfoMax Bayesian learning of the Furuta pendulum;2008
183322665;Location, location, location: about home networking devices location and features;2013
183334790;Inclusion of Zeros of Nowhere Differentiable n-Dimensional Functions;1997
183336631;Identifying challenges and opportunities in clinical research informatics: analysis of a facilitated discussion at the 2006 AMIA Annual Symposium.;2007
183341764;Embedding Strength Criteria for AWGN Watermark, Robust Against Expected Distortion;2012
183399830;Analysis and Computational Methods of Dirichlet Boundary Optimal Control Problems for 2D Boussinesq Equations;2003
183420833;A hybrid model to favor the selection of high quality features in high dimensional domains;2011
183450932;Leibniz on Intension, Extension, and the Representation of Syllogistic Inference;1998
183512178;Combinatorial group testing for corruption localizing hashing;2011
183533200;Cooperative games in marketing: a differential game approach;2011
183587305;Single-Cluster Spectral Graph Partitioning for Robotics Applications;2005
183611769;Pay-As-You-Go Data Integration Using Functional Dependencies;2012
183634465;Accelerating In-Page Logging with Non-Volatile Memory.;2010
183650023;Filter Bank Design for Melody Recognition;2009
183654279;Keys and Armstrong databases in trees with restructuring;2008
183666645;NHS Blood Tracking Pilot: City University Evaluation Project;2008
183675705;How random walks can help tourism;2012
183686996;The Power-up Experience: A Study of Power-ups in Games and Their Effect on Player Experience;2011
183775778;Efficient Query Execution Techniques in a 4DIS Video Database System for eLearning;2003
183801811;Architecting for enterprise resource planning;2007
183888389;On the exact size of maximum impulse radio sequences with parameters (m,k,λ,k−1);2014
183916867;Imperfect Inspection Games Over Time;2002
183921334;Anatomical Labeling of the Circle of Willis Using Maximum A Posteriori Graph Matching;2013
183953868;Structuring Documentation to Support State Search: A Laboratory Experiment about Protocol Programming;2014
184008841;Hierarchical HMM Based Learning of Navigation Primitives for Cooperative Robotic Endovascular Catheterization;2014
184031571;Development of a communication environment between IPv6 and IPv4;2002
184064569;An Application-based Comparison of Automated Theory Formation and Inductive Logic Programming.;2000
184075116;Smooth sand piles;2012
184083516;Modelling subsurface coupled chemical reactions and fluid flow over long time periods;1998
184112600;Towards vision application adaptable parallel computer;2001
184125031;Parallelism and concurrency of stochastic graph transformations;2012
184133047;Constant-time hough transform on the processor arrays with reconfigurable bus systems;1994
184138986;Robust dataglove mapping for recording human hand postures;2011
184152125;Role-based privilege and trust management;2005
184218561;Nonlinear programming and genetic search application for production scheduling in coal mines;2000
184225095;The Relations Among Potentials, Perturbation Analysis,and Markov Decision Processes;1998
184227475;Generalization of Malaria Incidence Prediction Models by Correcting Sample Selection Bias;2013
184264944;A hybrid PC/PLC architecture for manufacturing-system control—theory and implementation;2002
184265492;On the Way to a Theory for Network Architectures;2010
184272183;A framework and approach for assessing the value of personal health records (PHRs).;2007
184290284;Efficient operations in feature terms using constraint programming;2011
184298359;Conducting a Joint Course on Software Engineering Based on Teamwork of Students;2008
184326735;A user driven design approach to creating UGC services --- challenging the newspaper industry;2013
184345668;Applying RBF Neural Nets for Position Control of an Inter/Scara Robot;2009
184349421;Classical call-by-need and duality;2011
184383724;Batch scheduled admission control for computer and network systems;2005
184390021;Exploring Timeline-Based Malware Classification;2013
184408172;Efficient Interval Linear Equality Solving in Constraint Logic Programming;2002
184459568;An improved algorithm for Boolean matrix multiplication;1986
184464456;Formalisation and implementation of the XACML access control mechanism;2012
184479051;OASAM - An Open And Adaptive Software Architecture Model For Service-Oriented Applications In Dynamic Network Environments;2007
184493040;Deriving probability density functions from probabilistic functional programs;2013
184495148;A weakness in Sun-Chen-Hwang's three-party key agreement protocols using passwords.;2004
184513856;On a problem of P(α, δ, π) concerning generalized Alexandroff s cube;1986
184519009;A fault tolerant platform of web services based on service composition;2011
184565980;Vertebrae Localization in Pathological Spine CT via Dense Classification from Sparse Annotations;2013
184583885;Rotational Invariant Estimator for General Noisy Matrices;2016
184618947;Adding inclusion dependencies to an object-oriented data model with uniqueness constraints;2003
184620699;Securing SOAP E-Services;2002
184652138;Geodesic Voronoi diagrams in the presence of rectilinear barriers;1996
184675510;Ant Colony Solving Multiple Constraints Problem: Vehicle Route Allocation;2008
184697602;A remark on the numerical computation of improper integrals;1983
184697959;Performance Analysis of Linear Algebraic Functions Using Reconfigurable Computing;2003
184719633;User diversity and design representation: Towards increased effectiveness in Design for All;2001
184746168;Cybertherapy: Advantages, Limitations, and Ethical Issues;2018
184772011;Towards an Automated Investigation of the Impact of BGP Routing Changes on Network Delay Variations;2014
184777051;A NEW APPLICATION OF LOCAL MINIMA OF INTERVAL FUNCTIONS : INTERVAL-VALUED FUZZY CONTROL;1998
184777837;Understanding and Translating Language --Challenges of the 90s;1995
184783340;Compact Balanced Tries;1992
184790260;Energy reduction by systematic run-time reconfigurable hardware deactivation;2011
184797823;QoS-Aware Web Services Discovery with Trust Management;2008
184933425;Mobile CSP||B;2009
184967276;Analysis and Improvement on a Contributory Group Key Exchange Protocol Based on the Diffie-Hellman Technique;2010
185000700;Balanced Graph Partitioning with Apache Spark;2014
185002806;Contemporary web service discovery mechanisms;2006
185004415;Social instruments for convention emergence;2011
185009615;A knowledge-based system for reactive scheduling decision-making in FMS;2000
185047530;Hardware and Application Profiling Tools;2014
185048638;Situated interaction and cognition in the wild, wild world: unleashing the power of users as innovators;2009
185049830;The Extension of ML with Hypothetical Views for Discovery Science: Formalization and Implementation.;2003
185078994;The formal REA model at the operational level;2013
185113812;An efficient numerical scheme for singularly perturbed parabolic problems with interior layer;2008
185132042;Efficient detection of minimal failing subqueries in a fuzzy querying context;2011
185144071;SK-LSH: an efficient index structure for approximate nearest neighbor search;2014
185188870;Transitive Edge Coloring of Graphs and Dimension of Lattices;2002
185191001;Deployment and Performance Study of an Ad Hoc Network Protocol for Intelligent Video Sensing in Precision Agriculture;2014
185225814;Chance-constrained stochastic programming forintegrated services network management;1998
185234156;Interdigitated impedance sensors for analysis of biological cells in microfluidic biochips;2009
185243412;Patient-Specific Simulation of Implant Placement and Function for Cochlear Implantation Surgery Planning;2014
185261604;Noise-Stabilized Long-Distance Synchronization in Populations of Model Neurons;2003
185275564;Design of a Railway Domain Profile and its OCL-based Validation;2006
185286426;In support of emergency department health information technology.;2005
185343841;Mapping Grasps from the Human Hand to the DEXMART Hand by Means of Postural Synergies and Vision;2013
185346807;Approximation to a Behavioral Model for Estimating Traffic Aggregation Scenarios;2008
185377195;Temporal Indexicals And Temporal Terms;2002
185378654;The functional relevance of phase reset: A comment to Risner et al. (2009): The visual evoked potential of surface alpha rhythm phase;2009
185380474;Software Process Improvement in Inter-departmental Development of Software-Intensive Automotive Systems – A Case Study;2013
185472606;Bayesian Atlas Estimation for the Variability Analysis of Shape Complexes;2013
185495346;Directional space-time oriented gradients for 3d visual pattern analysis;2012
185521451;Introduction of very high bit rates for NFC and RFID;2013
185524624;Breaking the Atom with Samson;2013
185557862;Micro Patterns in Agile Software;2013
185593655;Bewertung der Vorteilhaftigkeit von Cloud-Services anhand eines Cashflow-Vergleichs;2014
185644854;Context-Aware Verification of a Cruise-Control System;2014
185647908;Messy coding in the XCS classifier system for sequence labeling;2014
185712130;Merleau-Ponty's modification of phenomenology: Cognition, passion and philosophy;1999
185714012;The Circus Testing Theory Revisited in Isabelle/HOL;2013
185777829;Distributed computations in real time based on a rough grammar principle;2001
185786443;Development of target-biased scoring functions for protein-ligand docking;2012
185797207;Formal Verification of Security Model Using SPR Tool;2006
185797521;Three decades of research on strategic information system plan development;2014
185889413;Using Interval Analysis for Solving Planar Single-Facility Location Problems: New Discarding Tests;2001
185892473;A Study on Today’s Cloud Environments for HPC Applications;2013
185892825;Portfolio Selection and Transactions Costs;2003
185906481;Evaluating Ubiquitous Media Usability Challenges: Content Transfer and Channel Switching Delays;2011
185910453;Discrete Cost Multicommodity Network Optimization Problems and Exact Solution Methods;2001
185912581;Analyzing the Bullwhip Effect in a Supply Chain with ARMA(1,1) Demand Using MMSE Forecasting;2010
186056804;Does It Really Matter? Using Virtual Office Hours to Enhance Student-Faculty Interaction;2009
186058634;Informationstechnologie, Governance und Compliance;2008
186082634;The Hahn-Banach Theorem for Partially Ordered Totally Convex, Positively Convex and Superconvex Modules;2002
186084000;Clustering of behavioral phases in FSMs and its applications to VLSI test;2002
186113936;A connectionist model for rainfall prediction;2009
186116158;Teaching Software Componentization: A Bar Chart Java Bean.;2010
186138742;Information Aggregation in Intelligent Systems Using Generalized Operators;2006
186160080;Adding tangential forces in lateral exploration of stiffness maps;2011
186195838;CLEAR IMAGE CAPTURE - Active Cameras System for Tracking a High-speed Moving Object;2007
186203415;1D-grid generation by monotone iteration discretization;1990
186220791;Enhancing Acronym/Abbreviation Knowledge Bases with Semantic Information;2007
186225345;An integrated formulation of manufacturing cell formation with capacity planning and multiple routings;1998
186270543;Defending against Heap Overflow by Using Randomization in Nested Virtual Clusters;2013
186280518;Efficient and Scalable Client-Clustering for Proxy Cache;2003
186284014;Information Technology Investment and Manufacturing Worker Productivity;2015
186302865;Solving Underdetermined Systems with Interval Methods;1999
186347030;A Novel Hybrid Multi-objective Optimization Framework: Rotating the Objective Space;2014
186355153;Closed-Loop System Identification with Recursive Modifications of the Instrumental Variable Method;2011
186369953;Multilingual Question Answering over Linked Data QALD-3: Lab Overview;2013
186385960;Analytical model of variable characteristic of coefficient of restitution and its application to ball trajectory planning;2017
186390149;Evaluating Tree-Decomposition Based Algorithms for Answer Set Programming;2012
186392945;Development of a Tracked Climbing Robot;2002
186448766;Wireless Adaptive Framed Pseudo-Bayesian Aloha (AFPBA) Algorithm with Priorities;2001
186469584;Academics in Academia: the Forgotten Resource in the Rush to New Technologies;2002
186484480;Management decision support using long-term market simulation;2003
186489565;Batch Reinforcement Learning for Controlling a Mobile Wheeled Pendulum Robot;2008
186536637;Solutions properties and the extension of classical rank controllability criterion for higher order linear descriptor matrix differential systems;2011
186570949;First-Order dynamic logic for compensable processes;2012
186603837;A new incremental data mining algorithm using pre-large itemsets;2001
186618131;Stories and Decision Making : Supporting Collective Action after a Major Organisational Change;2008
186621202;De-noising, phase ambiguity correction and visualization techniques for complex-valued ICA of group fMRI data;2012
186628649;Multimodal Perception of Histological Images for Persons Who Are Blind or Visually Impaired;2017
186648476;Cubic and semi-cubic SQS-skeins;2005
186654477;Data Access in a Cyber World: Making Use of Cyberinfrastructure;2008
186694490;Parallelization of Graph Transformation Based on Incremental Pattern Matching;2009
186727601;Internet Pricing, Price Satisfaction, and Customer Satisfaction;2003
186765356;ML dependency analysis for assessors;2012
186795820;Grid computing for sensitivity analysis of stochastic biological models;2011
186821938;Virtual SceneBean : a learning object model for collaborative virtual learning environment;2004
186823527;Oracle's Self-Tuning Architecture and Solutions.;2006
186826960;Features for Content-Based Audio Retrieval;2010
186858961;Semantic analysis of FBI news reports;2012
186879748;Tree-Structured Haar Transforms;2002
186896354;Abdominal Multi-organ CT Segmentation Using Organ Correlation Graph and Prediction-Based Shape and Location Priors;2013
186897091;40 Gbit/s transmission: III–V integrated circuits for opto-electronic interfaces;2003
186899394;On the effective distribution and maintenance of knowledge represented by complementary graphs;2012
186905175;Freshmen's use of library electronic resources and self-efficacy;2003
186931963;Context and Activity Recognition for Personalized Mobile Recommendations;2013
186967786;Stability of Discrete Approximations and Necessary Optimality Conditions for Delay-Differential Inclusions;2001
186972188;Subformula linking as an interaction method;2013
186980005;Intensionality and Context Change;1994
187005120;Keyframe-based Learning from Demonstration Method and Evaluation;2012
187011099;Bayesian Updating under Incomplete or Imprecise Information in Finite Spaces;2015
187018809;Formal Modeling and Verification of CloudProxy;2014
187021741;Distinct Interpretations of Importance Query Weights in the Vector p − norm Database Model;2012
187036117;Iterative Converging Algorithms for Computing Bounds on Durations of Activities in Pert and Pert-Like Models;2003
187041496;A method to identify candidates for knowledge acquisition;1992
187092148;Effective Zone Structure by Use of MLCR Method forRadio ATM Entrance Network;1999
187096259;Comparing Text-based and Graphic User Interfaces for Novice and Expert Users;2007
187098689;Specifying Distributed Graph Transformation Systems;2007
187127806;On the Early History of Hungarian Speech Research;2000
187151512;Preconditioner-based contact response and application to cataract surgery;2011
187163192;Initial estimation of communication efficiency of indoor wireless channels;1997
187201771;Towards a service system ontology for service science;2011
187203525;Evaluation methods for rankings of facetvalues for faceted search;2011
187235213;Reachability analysis of polynomial systems using linear programming relaxations;2012
187239115;In Vivo Veritas: Towards the Evolution of Things;2014
187251956;A Component-Based Systems Development Approach;2002
187312421;Free/Open Source Software Development: Recent Research Results and Methods;2007
187315340;New electronic memory device concepts based on metal oxide-polymer nanostructures planer diodes;2012
187357795;Crossing the Bridge at Night.;2002
187370165;A Quadratic Loss Multi-Class SVM for which a Radius-Margin Bound Applies;2011
187375510;Querying XML in Timber.;2008
187480488;Group-agreement as a reliability measure for witness recommendations in reputation-based trust protocols;2011
187505942;Forschungsmethoden der Wirtschaftsinformatik;2007
187522068;Two-Step High Order Starting Values for Implicit Runge–Kutta Methods;2003
187524408;Integrated Tele-Assistance Platform - TELEASIS;2010
187527639;A study on a (2+1)-dimensional and a (3+1)-dimensional generalized Burgers equation;2014
187528409;Contamination and Decontamination in Majority-Based Systems;2009
187560026;The packing coloring of distance graphs D(k,t);2014
187582778;Convex Set Symmetry Measurement via Minkowski Addition;1997
187588870;The critical importance of construct measurement specification: a response to Aguirre-Urreta and Marakas;2012
187602100;The construction of replaceable (q+3)-nests of reguli in PG(3,q);2012
187614860;Probabilistic theorem proving;2016
187644550;Supporting Workers and Quality Management in Sterilization Departments;2013
187654179;Co-channel interference effects as applied to broadband fixed wireless access channel capacity statistical distribution;2007
187678077;Positive solutions for a system of p-Laplacian boundary value problems;2011
187746298;The socio-technical design of a SME knowledge community in the construction industry;2006
187751326;POCA : A User Distributions Algorithm in Enterprise Systems with Clustering;2006
187762159;An Adaptive Population Importance Sampler: Learning From Uncertainty;2015
187763918;A Bilinear Spontaneous Anonymous Threshold Signature for Ad Hoc Groups.;2004
187779058;Hausdorff Measure and Lukasiewicz Languages.;2005
187794311;Sensor Fusion System Using Recurrent Fuzzy Inference;1998
187822393;A systematic design space exploration approach to customising multi-processor architectures: exemplified using graphics processors;2011
187851514;Health Care Sensor Networks - Architecture and Protocols.;2005
187879588;Zur numerischen Behandlung inkorrekt gestellter aufgaben;1976
187906366;How to evaluate competencies in game-based learning systems automatically?;2012
187915865;Using spatial autocorrelation techniques and multi-temporal satellite data for analyzing urban sprawl;2012
