journal_id;name;publication
138031900;Journal of Software: Evolution and Process;Journal of Software: Evolution and Process 27 2015
83215360;Iet Image Processing;Iet Image Processing 9 2015
88603889;New Media & Society;New Media & Society 18 2016
123144817;Journal of Cognitive Neuroscience;Journal of Cognitive Neuroscience 27 2015
136038430;Mathematics in Computer Science;Mathematics in Computer Science 9 2015
117438558;Journal of The London Mathematical Society-second Series;Journal of The London Mathematical Society-second Series 93 2016
2508752;Business Process Management Journal;Business Process Management Journal 22 2016
185367456;ACM Transactions on Graphics;ACM Transactions on Graphics 35 2015
193368155;Journal of Graph Theory;Journal of Graph Theory 85 2017
144543545;Inteligencia Artificial,revista Iberoamericana De Inteligencia Artificial;Inteligencia Artificial,revista Iberoamericana De Inteligencia Artificial 17 2014
166929102;Iet Computer Vision;Iet Computer Vision 9 2015
13624874;Quality Engineering;Quality Engineering 58 2012
6552842;Games;Games 9 2018
2764763012;Computer methods in biomechanics and biomedical engineering. Imaging & visualization;Computer methods in biomechanics and biomedical engineering. Imaging & visualization 5 2017
2764810909;Journal of Online Marketing;Journal of Online Marketing 4 2014
77418581;Solid-state Electronics;Solid-state Electronics 113 2015
20211220;Journal of Web Semantics;Journal of Web Semantics 37 2016
129247094;International Journal of Agricultural and Environmental Information Systems;International Journal of Agricultural and Environmental Information Systems 6 2015
75534514;Constraints - An International Journal;Constraints - An International Journal 22 2017
130700065;International Journal of Technology and Human Interaction;International Journal of Technology and Human Interaction 11 2015
23688054;IEEE Communications Surveys and Tutorials;IEEE Communications Surveys and Tutorials 18 2016
10581796;Ipsj Transactions on System Lsi Design Methodology;Ipsj Transactions on System Lsi Design Methodology 4 2011
106385052;International Journal of Information Communication Technologies and Human Development;International Journal of Information Communication Technologies and Human Development 7 2015
126920919;IEEE Geoscience and Remote Sensing Letters;IEEE Geoscience and Remote Sensing Letters 11 2014
169946233;International Journal of Information Systems for Crisis Response Management;International Journal of Information Systems for Crisis Response Management 6 2014
165362224;Computer Music Journal;Computer Music Journal 39 2015
120609085;Logica Universalis;Logica Universalis 9 2015
93822064;Journal of Applied Non-Classical Logics;Journal of Applied Non-Classical Logics 25 2015
21279965;Journal on Multimodal User Interfaces;Journal on Multimodal User Interfaces 9 2015
129960573;International Journal of e-Collaboration;International Journal of e-Collaboration 11 2015
2489465877;Network Modeling Analysis in Health Informatics and BioInformatics;Network Modeling Analysis in Health Informatics and BioInformatics 4 2015
115173108;IEEE Transactions on Circuits and Systems for Video Technology;IEEE Transactions on Circuits and Systems for Video Technology 26 2016
200968236;International Journal of Knowledge and Systems Science;International Journal of Knowledge and Systems Science 6 2015
38993383;IEEE Transactions on Haptics;IEEE Transactions on Haptics 8 2015
59604973;IEEE Transactions on Smart Grid;IEEE Transactions on Smart Grid 7 2016
928796702;Siam Journal on Optimization;Siam Journal on Optimization 25 2015
63112013;Journal of Interconnection Networks;Journal of Interconnection Networks 17 2017
177842713;International Journal of Sociotechnology and Knowledge Development;International Journal of Sociotechnology and Knowledge Development 6 2014
33948620;Public Transport;Public Transport 7 2015
73484101;The International Journal of Robotics Research;The International Journal of Robotics Research 35 2016
2764789360;Computer-aided chemical engineering;Computer-aided chemical engineering 37 2015
144620930;IEEE Transactions on Robotics;IEEE Transactions on Robotics 31 2015
58069681;IEEE Transactions on Medical Imaging;IEEE Transactions on Medical Imaging 34 2015
125629831;Memetic Computing;Memetic Computing 7 2015
67831204;Computer Graphics Forum;Computer Graphics Forum 36 2017
179816892;Frontiers in Neuroinformatics;Frontiers in Neuroinformatics 10 2016
191782446;International Journal of Information Security and Privacy;International Journal of Information Security and Privacy 8 2014
116626079;International Journal of Intelligent Information Technologies;International Journal of Intelligent Information Technologies 11 2015
2488537894;IEEE Transactions on Cognitive and Developmental Systems;IEEE Transactions on Cognitive and Developmental Systems 8 2016
