keyword_id,keyword
70625,Carotid arteries
70634,Magnetic resonance angiography
70635,Perirhinal cortex
70638,Episodic memory
70640,Entorhinal cortex
70647,Scalar curvature
70649,Mean curvature flow
70650,Total curvature
70652,Principal curvature
70653,Curvature form
70655,Torsion of a curve
70664,Credential
70673,Pointwise convergence
70678,Nonlinear constrained optimization
70700,Rayleigh distribution
70707,Interactive computing
70708,Structured programming
70715,Elementary matrix
70731,SWOT analysis
70735,Information market
70745,Musical tuning
70755,Enactive interfaces
70758,Motor disability
70767,Arm solution
70774,Deci-
70780,Catalan
70789,Green's function for the three-variable Laplace equation
70790,Post's inversion formula
70792,Laplace's method
70793,Laplace's equation
70794,Laplace transform applied to differential equations
70795,Two-sided Laplace transform
70797,Inverse Laplace transform
70803,Petri dish
70818,3D projection
70823,Lie algebra
70843,Automatic repeat request
70846,Wireless data
70866,Class-based queueing
70881,Threat model
70887,Area network
70889,Backup path
70891,Data traffic
70936,Lazy initialization
70939,Automatic programming
70940,Additional comments
70944,AP Computer Science
70976,Binocular vision
70977,Telexistence
70985,Torus
70994,Spiking neural network
70997,Mars Exploration Program
71011,Representation (mathematics)
71016,Digital architecture
71042,Interventional cardiology
71062,Organizational transformation
71065,Multi disciplinary
71091,Technical note
71098,Filtering theory
71105,Knowledge evolution
71119,Test management
71166,Impedance control
71173,Explicit memory
71239,Demand management
71253,Diagramming software
71258,Inefficiency
71273,Randomness extractor
71278,Random seed
71299,Manufacturing organization
71329,Artificial life
71348,Classical test theory
71376,Logical partition
71388,Wrong direction
71403,Organizational dynamics
71408,Information delivery
71451,Phase distortion
71458,State-space representation
71459,Bullwhip effect
71488,Resizing
71502,Perceptual learning
71511,Toy problem
71524,Mobile information systems
71534,Network management application
71537,Intelligent computer network
71541,Multi layer
71558,Middle ear mucosa
71561,Middle ear infection
71578,Adaptive memory
71581,Distribution management system
71582,Fleet management
71592,Rational reconstruction
71596,Type inhabitation
71604,Constructability
71631,Loyalty business model
71634,Loyalty
71644,Graph factorization
71646,Connected dominating set
71662,Video recording
71725,Symbolic convergence theory
71758,Stochastic stability
71782,Vector graphics
71784,Digital art
71787,Pythagorean hodograph
71799,Legal education
71800,Circumscription
71806,Intraoperative procedures
71809,Economic analysis
71811,Endoscopy
71824,Aperiodic graph
71837,Load forecasting
71841,Lag
71850,Thunderstorm
71855,Finitism
71859,Hilbert's program
71881,MOLECULAR CONFORMATIONS
71885,Finger structure
71890,IBM PC compatible
71891,Bidirectional communication
71895,Digital Enhanced Cordless Telecommunications
71901,Equaliser
71907,Multilevel security
71911,Ambient calculus
71916,Lever
71932,Problem resolution
71940,Reference surface
71942,Signed distance function
71956,Material properties
71958,Flow stress
71959,Hydrostatic test
71966,Principal stratification
71990,Social distance
71991,Conceptual metaphor
71992,Psycholinguistics
72004,Automatic target recognition
72005,Dielectric
72007,Electrical conductor
72008,Polarization (waves)
72012,Optical polarization
72025,Super efficiency
72038,Man-in-the-middle attack
72046,Secure authentication
72047,Meteorology
72048,PERSIANN
72051,Integrated water resources management
72053,Climatology
72055,Precipitation
72067,Somatic marker hypothesis
72071,Mirroring
72075,Crowd management
72090,Statistical theory
72094,Interactive advertising
72109,Reverberation
72112,Musical acoustics
72118,Modulation (music)
72135,Protocol overhead
72138,Free-space optical communication
72141,Neural network classification
72144,Posture correction
72145,Identification system
72147,Sitting
72153,Real systems
72161,Chinese speech synthesis
72168,Innovation system
72170,Organic chemistry
72174,Triple helix
72176,World economy
72177,Knowledge flow
72196,Hadamard product
72204,Laser ranging
72208,Drilling
72210,Drill
72227,Nurse education
72244,Contractual Agreement
72255,Sequence pattern
72259,Hindi
72261,Machine translation system
72266,Transliteration
72275,Common Criteria
72302,Metaphilosophy
72304,Formal epistemology
72305,Epistemology of Wikipedia
72306,Special sciences
72308,Meta-epistemology
72313,Fishery
72316,Demersal zone
72317,North sea
72322,Fisheries management
72324,Spear
72345,Cingulum bundle
72346,Frenet–Serret formulas
72378,Rank minimization
72382,Multiple correspondence analysis
72387,MovieLens
72397,Generative modeling
72402,Experience design
72405,Yield curve
72418,OR gate
72428,Design synthesis
72454,Residue theorem
72458,Cauchy's integral theorem
72465,Abox
72503,Magnetic confinement fusion
72516,Interpretation Process
72523,Retract
72525,Threshold graph
72569,Ophthalmic artery
72571,Circle of Willis
72573,Middle cerebral artery
72574,Internal carotid artery
72581,Karhunen–Loève theorem
72596,Weight-balanced tree
72610,Caregiver support
72627,Data Annotation
72629,Foreign language
72648,Special functions
72661,Parallel tempering
72673,Autoregressive conditional heteroskedasticity
72675,Kurtosis
72686,Parameter learning
72687,Competitive algorithm
72693,Echo state network
72696,Pitman–Yor process
72705,Crystal structure
72717,Telerobotics
72720,Attack
72726,Security bug
72727,Vulnerability management
72741,Smart system
72774,Pheromone
72802,Financial institution
72816,Interactive voice response
72822,Call management
72839,Neurovascular bundle
72844,Ventricular hemorrhage
72849,Dynamic mapping
72851,Imaging Tool
72864,Prediction by partial matching
72873,Internet Security Association and Key Management Protocol
72914,Graph minor
72916,Topological graph theory
72923,Similarity heuristic
72927,Acceptance testing
72932,Branching factor
72941,Reliable multicast
72944,Continued fraction
72982,Processor array
72984,Continuous design
72988,Electronic design automation
72991,Reconfigurable computing
72995,Prom
73014,Descriptive statistics
73058,Energy storage
73059,Stand-alone power system
73066,Pumped-storage hydroelectricity
73067,Photovoltaic system
73080,Media ecology
73093,Merton's portfolio problem
73097,Function computation
73116,Coda
73117,Smart environment
73123,Energy distance
73128,Flute
73129,Cello
73149,Homogeneous function
73159,Health management system
73199,Honesty
73200,Bilateral contract
73208,Information gain
73227,C dynamic memory allocation
73232,Modular construction
73239,Technical support
73244,MPEG-1
73249,Sub-band coding
73260,Supply chain risk management
73263,Refinery
73282,Organizational behavior management
73283,Project manager
73285,OPM3
73296,Finite difference discretization
73309,Curved mirror
73310,Computational vision
73315,Catadioptric sensor
73318,Catadioptric system
73333,Social agents
73335,Affective aspects
73338,Project management 2.0
73341,Virtual collaboration
73343,Building model
73346,Project networks
73349,Performativity
73350,CRITICAL CARE UNIT
73355,Materiality (auditing)
73356,Sociomateriality
73357,Organization studies
73382,Fuzzy group
73391,Organizational control
73404,Reversible process
73410,Graph dynamical system
73420,Even and odd functions
73423,Rational point
73439,Communications receiver
73466,HTML element
73487,Sigmoid function
73510,Quadratic complexity
73525,Method of matched asymptotic expansions
73549,Eye tracking on the ISS
73560,Geographic coordinate system
73570,Craniotomy
73575,Neuronavigation
73591,Circle packing in a square
73592,Distance correlation
73593,Circle packing
73609,Computer aided geometric design
73622,nesC
73637,Laban Movement Analysis
73643,Complexity management
73664,Stored procedure
73665,Schema migration
73672,Embedded SQL
73681,Sustainable forest management
73714,Mathematical object
73715,Union type
73716,Denotation
73726,Throwing
73734,Organizational dissent
73736,Organizational space
73740,Perfect gas
73756,Musical semantics
73763,Virtual presence
73786,Wideband audio
73794,Unconventional computing
73817,Kelly criterion
73820,Value of information
73821,Log-normal distribution
73829,Robotic paradigms
73831,Educational robotics
73849,Software aging
73861,Laurent series
73869,Mitral valve repair
73870,Mitral Annuloplasty
73875,Learning cycle
73879,Design-based research
73890,Biconjugate gradient stabilized method
73894,Krylov space
73896,Polynomial method
73906,Alternative hypothesis
73920,Test-driven development
73933,Binary fields
73956,User journey
73980,TRECVID
73982,Multimedia information
74010,Symmetric space
74035,RTP Control Protocol
74038,Real time networks
74041,Computer network programming
74054,Geodetic datum
74061,Topological complexity
74079,"Artificial intelligence, situated approach"
74081,Artificial Intelligence System
74096,Riemannian manifold
74100,Covariant derivative
74114,Embedded operating system
74130,Brainstorming
74136,Process support
74149,Pullback (category theory)
74155,Join and meet
74156,Greatest element
74165,Ceremony
74170,Signaling system
74171,ALGOL 60
74182,Opera
74191,Planning Domain Definition Language
74192,Cryptovirology
74218,FSA-Red Algorithm
74225,Standard social science model
74226,Natural selection
74249,Unit propagation
74257,Interactive video
74269,Common emitter
74271,Automatic frequency control
74321,Arithmetic circuits
74326,Fan-in
74354,Base station identity code
74361,Rate integrating gyroscope
74367,Conjugate
74370,Coriolis force
74373,Dichotomy
74397,Leader follower
74398,Patrolling
74428,Middle ear
74444,Hebrew
74457,Web tables
74461,Bigraph
74490,Friendship
74503,Ideal solution
74506,Sigma delta modulation
74523,Key Sequenced Data Set
74527,Distributed data store
74530,Class implementation file
74534,Data file
74535,Entropy power inequality
74538,Entropy rate
74539,Joint quantum entropy
74540,Rényi entropy
74542,Quantum relative entropy
74543,Entropy in thermodynamics and information theory
74544,Differential entropy
74546,Maximum entropy probability distribution
74558,Singleton bound
74561,Thermography
74566,Catheter ablation
74568,Cardiac Ablation
74577,Image (mathematics)
74584,Business operations
74608,"Id, ego and super-ego"
74630,Total sum of squares
74631,Proper linear model
74637,Scapegoat tree
74640,Split
74641,k-d tree
74642,Link/cut tree
74645,Ternary search tree
74659,Willingness to accept
74662,Digital economy
74670,Distributed development
74675,Model-driven software development
74680,Transfer of training
74682,Spatial memory
74685,Visual Objects
74686,Visual short-term memory
74687,Ideal observer analysis
74700,Physical data model
74704,Data independence
74730,Object code
74737,Program derivation
74765,Concreteness
74773,Sorting problem
74802,Panorama
74803,Arthroplasty
74806,Axis deviation
74807,High tibial osteotomy
74820,Nuclear reactor core
74823,Nuclear reactor
74826,Nonlinear mixed integer programming
74831,Tracking loop
74835,Entropy minimization
74844,Block method
74852,Legal person
74854,Money laundering
74855,Negative correlation
74864,KAOS
74871,Collaborative interaction
74888,Recursive grammar
74892,Grace period
74925,Dial
74941,Structured English
74956,Operating leverage
74962,One-class classification
74964,Waterfall
74991,Inclusion (education)
74993,Methods-time measurement
74996,Digital human modeling
75003,Capital budgeting
75006,Net present value
75026,Blogosphere
75029,User assistance
75037,Aspect-oriented software development
75045,Systematic process
75046,Discriminant validity
75053,Convergent validity
75063,Income approach
75067,Collateral
75079,Advanced trauma life support
75081,Lower limb
75087,Human body
75088,Wound debridement
75105,Service guarantee
75119,Business integration
75136,Verbal reasoning
75142,Begging
75152,Substring index
75154,Longest palindromic substring
75158,Frequency separation
75172,Natural disaster
75175,Disaster risk reduction
75186,Leaky bucket
75188,Broadband networks
75189,Generic cell rate algorithm
75190,Slowly varying function
75197,Hierarchical RBF
75203,McNemar's test
75205,Type 2 Diabetes Mellitus
75207,Statistical significance
75227,Perspective-taking
75240,Building energy
75247,HRHIS
75252,Health services research
75258,Public key cryptosystem
75270,Polity
75273,Citizenship
75276,Time series representation
75286,Time series classification
75287,Message type
75312,Computer tools
75315,Design activities
75317,Symbolic description
75328,Optimal binary search tree
75366,Medical image computing
75375,Hue
75395,Functional decomposition
75411,Display device
75420,The Conceptual Framework
75446,Design space exploration
75486,Graph automorphism
75515,Jurisdiction
75538,Combinatorial method
75542,Coronal craniosynostosis
75548,Rayleigh quotient iteration
75565,Speed scaling
75566,Bell number
75574,Data selection
75581,iCub
75592,Workplace learning
75594,Clinical officer
75599,Moderate number
75602,Simplicial approximation theorem
75605,Simplicial manifold
75607,n-skeleton
75608,h-vector
75610,Abstract simplicial complex
75612,Sidi's generalized secant method
75616,Secant method
75631,Kharitonov's theorem
75651,Galileo (satellite navigation)
75667,Gomory–Hu tree
75692,Fixed access
75693,Circular polarization
75696,Linear polarization
75699,Location systems
75703,Current Procedural Terminology
75705,Cohort
75725,User space
75742,Kinematics equations
75753,Building design
75772,Mesh generation
75789,Muscle force
75812,Application procedure
75820,Stochastic geometry
75827,Poisson point process
75840,Quadratic sieve
75846,Quadratic cost
75855,Dual modular redundancy
75859,Distributed management
75880,Domain (software engineering)
75897,Voxel-based morphometry
75904,Physical fitness
75908,Monitoring weight
75928,Resist
75948,Fifo queue
75956,Spatial search
76000,Equivalence of categories
76026,Forward chaining
76035,Converged storage
76039,Real time multimedia
76046,Storage area network
76093,Cold start (automotive)
76134,AMPL
76153,Travel behavior
76155,Cluster validity index
76166,Stone–Weierstrass theorem
76168,Closed graph theorem
76169,Equicontinuity
76206,Weak entity
76219,Trip planning
76221,Urban transportation
76246,Difference in differences
76251,Sharing economy
76257,Multi processor
76268,Continuous signal
76284,Natural density
76287,Topological dynamics
76291,Measure-preserving dynamical system
76293,Projected dynamical system
76296,Random dynamical system
76298,Limit set
76303,Dial-up Internet access
76306,Internet appliance
76307,SIP trunking
76329,Bernoulli's principle
76338,Extensible Authentication Protocol
76341,Digital terrestrial television
76344,Multimedia Home Platform
76351,Rudder
76360,Pregnancy
76361,Ventricular system
76367,Generation R
76370,Gestation
76378,Text graph
76379,Textual entailment
76403,Biological computation
76405,Computational genomics
76417,Is success model
76424,Public value
76448,Codec
76455,Nonlinear classification
76458,Scan line
76511,Job analysis
76512,Information behavior
76543,Stochastic approximation
76581,Nested intervals
76601,Data translation
76609,Continuous mapping theorem
76610,Proofs of convergence of random variables
76618,Statistical data type
76625,Cognitive robotics
76626,Neurophysiology
76629,Cognitive informatics
76633,Brain informatics
76656,Jury
76664,WS-I Basic Profile
76681,Internal model
76682,Reminiscence
76687,Fuzzy entropy
76689,Hard and soft science
76724,Shape parameter
76727,Global citizenship
76732,Personal boundaries
76734,Social infrastructure
76736,Political opportunity
76758,Circular bacterial chromosome
76765,Indel
76778,Linear-quadratic regulator
76782,Jump process
76792,Time of arrival
76793,Creative work
76800,Suffix automaton
76811,Masking (art)
76814,Count data
76834,Armature (electrical engineering)
76835,Electrical drive
76852,Ciona
76860,Recursive computation
76873,Collaboration tool
76881,Ray casting
76885,Collision response
76890,Finger tracking
76893,Global coordinate system
76904,Dantzig–Wolfe decomposition
76921,Uniformly convex space
76935,Muller's method
76942,Scrambling
76944,Combinatory categorial grammar
76950,Statistical parsing
76979,Root locus
76983,Loop shaping
76993,Filter algorithm
77019,Affine reconstruction
77027,Trigonometric functions
77031,Hyperbolic function
77035,Cramér–Rao bound
77077,Abnormal spine
77089,Change impact analysis
77111,Bayesian fusion
77115,Standard Uptake Value Ratio
77119,Perfusion scanning
77120,Penumbra
77126,Cerebral perfusion pressure
77127,Cerebral angiography
77128,Perfusion
77137,Procedural approach
77150,Arable land
77151,Land management
77154,Natural resource economics
77156,Urban sprawl
77158,Agricultural land
77163,Digital camera
77165,Opinion extraction
77190,Optical mouse
77202,Dirichlet process mixture
77206,Gray (unit)
77213,Stenosis
77225,Assertiveness
77247,Blinding
77276,Finger joint
77277,Hollow shape
77290,Identity privacy
77312,Intersection (Euclidean geometry)
77317,Level design
77322,Narratology
77326,Tournament
77328,Shortest common supersequence
77330,Performance guarantee
77335,Business risks
77363,Rule 184
77370,Transition function
77376,Logical operations
77385,Queuing network
77388,Tuple space
77396,Embedded controller
77433,Micrograph
77445,Cross-site request forgery
77459,WS-Security
77464,Landmark matching
77465,Retinal image
77468,Retinal image registration
77506,Topology inference
77507,Endomicroscopy
77518,Noise immunity
77522,Parallel communication
77533,Pediatric oncology
77535,Pediatric hematology
77537,Clinical data management
77538,Outreach
77555,Journalism
77568,Method engineering
77586,Protein function prediction
77590,Pricing schedule
77592,Rational pricing
77596,Average cost pricing
77599,Monopoly
77603,Minimum-weight triangulation
77632,Concurrent object-oriented programming
77634,Virtual Processor
77637,Arabic characters
77641,Character recognition
77642,Optical character recognition
77648,Kanji
77652,Function model
77674,Directive Counseling
77676,Smoking cessation
77679,Tobacco smoke
77694,Reflexive pronoun
77696,Direct and indirect realism
77706,Restriction map
77724,Distributed constraint optimization problem
77735,Cardiac electrophysiology
77750,Business economics
77776,Respiratory physiology
77780,Addiction
77787,Behavioral addiction
77795,Surface finish
77813,Axial flux
77825,Compiler-compiler
77839,Radiometric calibration
77843,Irradiance
77846,Reflectivity
77855,Entropy encoding
77884,Minimum redundancy feature selection
77896,Bracketing
77911,Invariants of tensors
77919,Cluster randomised controlled trial
77925,Primary care
77926,Trial registration
77927,Matched Pair Analysis
77930,Medication review
77960,Coincidence
78025,Request–response
78037,Design analysis
78064,Hierarchical task network
78073,Community of interest
78078,Community of place
78079,National Information Infrastructure
78080,Information superhighway
78100,Ideal (order theory)
78127,Middle frontal gyrus
78131,General/global
78138,Prejudice
78150,Legendre pseudospectral method
78162,Market integration
78176,Parametric identification
78185,Line Spread Function
78186,Point spread function
78193,Retinotopy
78202,Drum
78212,Metabolic flux analysis
78223,Strategic urban planning
78227,Strategic Initiative
78259,Data interoperability
78269,Vanishing moments
78298,Motion perception
78310,Constant coefficients
78333,Winnow
78365,Bone mineral
78368,X-ray microtomography
78369,Bone density
78372,Osteoporosis
78374,Preclinical imaging
78376,Premature born
78383,Spreading activation
78397,Point–line–plane postulate
78398,Synthetic geometry
78400,Ordered geometry
78402,Foundations of geometry
78421,Brute-force attack
78423,Interlock protocol
78429,Reflection attack
78433,Writing style
78443,Operational planning
78445,Spatial decision support system
78455,Tensor voting
78471,Riemann zeta function
78478,Gamma function
78486,Tax revenue
78487,Goods and services
78489,Permanent establishment
78490,International taxation
78495,Spatial computing
78501,Self organisation
78517,Graph center
78532,Canonical correlation
78550,Economic freedom
78554,Causal reasoning
78573,Mortar methods
78596,Web Accessibility Initiative
78607,Web accessibility
78615,RLC circuit
78616,Partial element equivalent circuit
78619,Propositional function
78622,Antinomy
78623,Truth predicate
78628,Isospectral
78636,Self report
78639,Skin conductance
78641,Inductive reasoning
78666,Structural level
78668,Local Multipoint Distribution Service
78672,Wireless local loop
78681,Shunting
78683,High pressure
78685,Inferior vena cava
78690,Portacaval
78702,Interaction model
78782,Gossip protocol
78792,Information ethics
78799,Ordered field
78806,Symmetric relation
78845,Equivariant map
78859,Resource dependence theory
78866,Hyperbolic tree
78898,Off-the-Record Messaging
78899,Deniable encryption
78909,Personal wiki
78916,Semantic query
78941,Ubiquitous robot
78946,Congestion control algorithm
78988,Virtual directory
78989,Lightweight Directory Access Protocol
78990,X.500
78992,Webserver directory index
79003,Algorithm visualization
79016,Size reduction
79017,Active components
79040,Backplane
79057,Conditional logic
79087,Integrated business planning
79096,Misconduct
79098,Drug administration
79099,Scientific misconduct
79108,Signal enhancement
79117,Opinion leadership
79123,HPP model
79131,Lattice boltzmann model
79132,Hagen–Poiseuille equation
79144,Natural capital
79145,Fundamental human needs
79148,Intergenerational equity
79154,Economic dispatch
79169,Co-design
79178,Hardware software
79183,Vertical line test
79188,De Rham curve
79190,Polar curve
79193,Better-quasi-ordering
79197,Well-quasi-ordering
79200,Collection
79201,Pointer analysis
79204,Heap overflow
79206,Binary heap
79207,Binomial heap
79208,d-ary heap
79217,Design brief
79233,Functional analysis
79245,Leukoaraiosis
79249,Ischemia
79263,Meet in the middle
79268,Data path
79274,Embedded memory
79290,Domestic market
79331,Lidar
79376,Advanced product quality planning
79384,Diffusion of innovations
79387,Diffusion theory
79399,Production engineering
79419,Spin valve
79420,Spintronics
79426,Differential amplifier
79440,Performance monitoring
79446,Self organising maps
79453,Microtonal music
79455,Loudness
79458,Pitch control
79461,Structural alignment
79469,Mathematical notation
79477,Test quality
79478,Path delay
79479,High density
79482,Self checking
79492,Web information system
79508,Security of cryptographic hash functions
79514,Complex event processing
79553,Scoring rule
79573,Trapezoid graph
79576,Adverse selection
79577,Consumer Expenditure Survey
79587,Gaussian surface
79623,Deterministic context-free language
79631,Progressive transmission
79640,Kidney lesion
79644,Computed Tomographic Colonography
79662,Interpersonal relationship
79666,Kadomtsev–Petviashvili equation
79676,Continuous feedback
79685,Endmember
79696,Philosophy of mathematics education
79698,Abstract structure
79699,Philosophy of mathematics
79705,Platonism
79739,PlanetLab
79743,Network awareness
79745,Stream processing
79789,Time-division multiplexing
79808,Media management
79809,Social media marketing
79828,Tangent space
79847,Resource efficiency
79864,Non-blocking algorithm
79868,Manual memory management
79869,Skip list
79879,Typing environment
79881,Substructural type system
79888,Optical Biopsy
79911,Construction engineering
79931,Complex dimension
79939,Hammerstein systems
79946,Predistortion
79956,Local church
79969,Designated verifier signature
79975,Lexical knowledge
79988,Heart procedures
79990,Minimally invasive procedures
79998,White hat
80003,Spamdexing
80020,Inter-Access Point Protocol
80021,IEEE 802.11e-2005
80023,IEEE 802.11s
80026,Logical link control
80027,IEEE 802.11r-2008
80028,IEEE 802.11g-2003
80064,BCJR algorithm
80076,Electrolarynx
80090,Infinite group
80093,Generating set of a group
80122,Quincunx
80125,Compression procedure
80128,Quincunx matrix
80143,Specialty
80172,Revocation list
80179,Automatic vehicle location
80190,Bid price
80199,Constraint relaxation
80207,Theory choice
80214,Scientific realism
80229,Outline of social science
80230,Social science education
80275,Biodiversity
80282,32-bit
80283,Keystream generator
80295,Voting paradox
80298,Condorcet method
80304,Rand index
80306,Fuzzy discretization
80321,Error floor
80360,Multiview Video Coding
80363,Video denoising
80377,Entity relationship modelling
80393,Transient elastography
80398,Spectral index
80408,Trajectory analysis
80420,System of systems engineering
80444,Balance disturbances
80445,Eyestrain
80452,Spherical robot
80470,Biofeedback
80474,Content retrieval
80483,Price elasticity of supply
80503,Vector clock
80551,Technology forecasting
80552,TRIZ
80554,Lead time
80563,Subset sum problem
80565,Paper machine
80568,Subprocedure
80578,CloudSim
80585,Video content analysis
80586,Video editing
80612,Physical phenomena
80622,Engaged scholarship
80627,Natural semantics
80646,Lemmatisation
80687,Interior
80692,Minimax problem
80693,Algebraic interior
80696,Interactive algorithm
80710,Adage
80712,Computational aesthetics
80727,Nonlinear integer programming
80739,Median Line
80754,Sound recognition
80771,p-Laplacian
80784,Safety engineering
80838,Presidential election
80862,Bulk synchronous parallel
80881,Wavelength allocation
80894,Extensionality
80901,Axiom of extensionality
80911,Quartic function
80912,Chebyshev filter
80913,Abelian integral
80922,Series acceleration
80923,Bilateral hypergeometric series
80924,Hypergeometric identity
80935,Nomadic computing
80936,Mobile cloud computing
80950,Epipolar line
80954,Patient Motion
80972,BasicCard
80979,Answer to reset
80992,Muscular hydrostat
80993,Soft Robotic
80997,Soft robotics
81012,Datagram
81021,Focused crawler
81022,Spider trap
81026,Measurement uncertainty
81035,Structural approach
81044,Brooks' theorem
81055,Principal direction
81056,Thalamic nucleus
81087,Join point
81093,Incidence structure
81104,Memory acquisition
81105,Windows Registry
81106,Live forensics
81109,Memory analysis
81151,Automated planning and scheduling
81161,Sieve
81164,Multivariate analysis of variance
81165,ArchiMate
81170,Enterprise ontology
81172,Lean Six Sigma
81184,Determiner
81197,Hypersphere
81206,Product life-cycle management
81210,Exchange of information
81223,Many-to-many
81227,Furuta pendulum
81237,Consumer market
81238,Silicon valley
81274,Boussinesq approximation (water waves)
81285,Euler diagram
81295,Linear hashing
81300,K-independent hashing
81302,Dynamic perfect hashing
81303,Hash table
81317,Graph energy
81323,Graph bandwidth
81336,Phase-change memory
81339,Non-volatile memory
81340,Storage class memory
81341,Storage management
81344,Volatile memory
81351,Human auditory system
81368,Blood transfusion
81397,Temporal modeling
81413,Signal design
81416,Impulse radio
81424,Type I and type II errors
81435,Map matching
81440,Javadoc
81443,Design marker
81449,Hierarchical hidden Markov model
81451,Cognitive workload
81467,PROGOL
81478,Discrete dynamical system
81484,Numerical models
81486,Sedimentary basin
81488,Fluid dynamics
81492,Vision processing
81523,Wired glove
81541,Coal mining
81569,Hybrid computer
81609,Self-assessment
81610,Self evaluation
81619,Living lab
81624,Learning architecture
81648,Business transactions
81673,Boolean matrix multiplication
81674,Freivalds' algorithm
81698,Probability and statistics
81700,Applied probability
81705,Mathematical statistics
81719,Lebesgue measure
81723,General protection fault
81738,Surgical implants
81751,Invariant estimator
81767,XML-RPC
81776,XML Protocol
81778,Power diagram
81781,Centroidal Voronoi tessellation
81782,Mathematical diagram
81783,Lloyd's algorithm
81786,Fortune's algorithm
81805,Slater integrals
81819,Design for All
81834,Cognitive behavioral therapy
81835,Health psychology
81858,Theoretical linguistics
81881,Web Services Discovery
81891,Mobile architecture
81893,Group key
81897,Group key exchange
81901,Spark (mathematics)
81926,Convention
81931,Social competence
81946,Network processor
81951,Situated cognition
81966,Discovery science
81970,Camlp4
81987,Heat transfer coefficient
82006,Indexed file
82022,Sprayer
82027,Precision agriculture
82043,Biochip
82044,Microfluidics
82047,Lab-on-a-chip
82048,Microfluidic channel
82055,Surgery planning
82060,Implanted electrodes
82091,Ambulatory care
82095,Robot hand
82119,Alpha (ethology)
82120,Surface alpha
82123,Evoked potential
82125,Light flashes
82126,Aura
82134,Mission critical
82162,Transaction time
82172,Is-a
82187,Cruise control
82209,Bracketing (phenomenology)
82211,Intellectualism
82215,Behaviorism
82222,Test theory
82241,Protein–ligand docking
82247,Resolver
82282,Scalable computing
82285,Diversification (finance)
82286,Diagonal covariance matrix
82293,Mobile media
82325,Virtual office
82335,Ordered vector space
82338,Hahn–Banach theorem
82350,Vlsi test
82352,Register transfer
82364,Rapid application development
82389,Kinaesthetics
82404,Zoom lens
82419,Abbreviations as Topic
82447,Double-ended priority queue
82463,North American Industry Classification System
82464,Economy
82466,Multifactor productivity
82474,Matrix calculus
82495,Excitation signal
82499,Recursive parameter estimation
82504,Lexicalization
82510,Drag
82514,Variable Characteristic
82515,Coefficient of restitution
82519,Drag coefficient
82524,Tree decomposition
82535,Bang-bang robot
82565,Liberalization
82607,Collective action
82619,Mahalanobis distance
82636,Perception system
82661,Distributed structure
82676,E-procurement
82725,Root cause
82734,Content based retrieval
82740,Haar transforms
82746,Walsh function
82756,Correlation graph
82760,Optical fiber
82761,Microelectronics
82775,Implicit graph
82822,Calculus of structures
82825,Meaning (philosophy of language)
82839,Learning from demonstration
82857,Uclid
82877,Least slack time scheduling
82881,Program evaluation and review technique
82884,Organizational network analysis
82905,Human engineering
82908,Dental record
82924,Good memory
82929,Speech Acoustics
82931,Cataract surgery
82993,Component adaptation
83007,Reflective practice
83012,Charge carrier
83013,Oxide
83019,Thin film
83021,Twist
83022,Flashlight
83071,Hamiltonian system
83076,Telecare
83088,Human decontamination
83090,Decision tool
83094,Contamination
83107,Reflection symmetry
83112,Symmetrization
83118,Standardized coefficient
83119,Validity
83122,Test validity
83125,Inversive geometry
83137,Medical instruments
83144,Rain fade
83158,Fixed-point index
83161,A priori estimate
83173,Community building
83208,Hausdorff dimension
83211,Urysohn and completely Hausdorff spaces
83214,Outer measure
83215,Cantor space
83218,Hausdorff measure
83271,Thematic Mapper
83278,Spatial ecology
83291,Anatomical connectivity
83334,Atomic formula
83348,Cofibration
83349,Whitehead theorem
83358,Absolute geometry
83359,Hyperbolic geometry
83365,Software product family
83392,Wald's equation
83405,Software model checking
83419,Semitone
83421,Arpeggio
83422,EEG device
83433,Extracellular fluid
83439,Medical guideline
83443,Medical history
83458,Timestamping
83475,Law and economics
83479,Objectivity (science)
83483,Disapproval voting
83484,Political risk
83522,Framing (construction)
83524,Virtual camera
83527,Virtual cinematography
83529,Visual media
83530,Cinematography
83532,Hardware rendering
83533,Camera control
83538,Piecewise linear transformation
83540,Regression problems
83545,Fuzzy rule based systems
83554,Quality control and genetic algorithms
83571,Virtual time
83573,Traffic network
83610,Crisis response
83622,Trapped ion quantum computer
83625,Quantum dissipation
83629,Quantum noise
83649,Online business
83650,Production theory
83652,Extinction probability
83667,Value chain
83679,Intelligent user interface
83698,Family history
83706,Isogeometric analysis
83720,Right-to-left
83721,File format
83723,Working directory
83726,Flat file database
83732,Interview study
83736,Work organization
83737,Computer supported learning
83779,Cauchy boundary condition
83780,Cauchy's convergence test
83783,Cauchy matrix
83846,Tournament theory
83867,Parenchyma
83869,Elastic energy
83870,Cerebrospinal fluid
83874,Mean and predicted response
83877,Cutoff
83885,Green computing
83886,Hardware compatibility list
83918,Order processing
83933,Point correspondence
83934,Biplane
83954,Covariate shift
83987,Metamorphic testing
84103,Cultural transmission in animals
84116,AltiVec
84128,Locally compact space
84130,Normal space
84131,Separation axiom
84133,Sequential space
84136,Regular space
84144,Canonical Huffman code
84149,Discharge instructions
84177,Quantile
84216,Mental mapping
84219,Inviscid flow
84226,Lax–Wendroff theorem
84246,Latin Americans
84260,Process graph
84280,Expediting
