paper_id,venue,publication,keyword,author,title,year,venue_type,conf_type,review_text,abstract,venue_city,head,reviewer1,reviewer2,decision,pub_type,paper_type
129922042,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Computer vision;Data set;Pattern recognition;Segmentation;Image registration;Imaging phantom;Fluoroscopy;Thresholding;Prostate brachytherapy;Brachytherapy,Jerry Prince;Ehsan Dehghan;Gabor Fichtinger;Junghoon Lee;Pascal Fallavollita;Nathanael Kuo;Anton Deguet;E. Clif Burdette;Danny Song,Point-to-volume registration of prostate implants to ultrasound,2011,Conference,Regular Conference,"Professor activity look method. Point allow feeling daughter after marriage. My decision matter figure family quickly guess leader.
Culture figure rule will. Common explain nice necessary let.","Quality current your day moment provide. Kind heart different able sea. Only him someone recently decide hard decade.
Art sound shoulder truth truth spring. Window never work write.",South Lee,Jennifer Davis,Kelly Thornton,Dylan Smith,REJECTED,Conference Proceeding,Demo Paper
130387664,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Machine learning;Computer vision;Pattern recognition;Segmentation;Probabilistic logic;Image segmentation;Scale-space segmentation;Ground truth;Boosting (machine learning);Segmentation-based object categorization;Sørensen–Dice coefficient,Leo J. Grady;Timo Kohlberger;Vivek Singh;Chris Alvino;Claus Bahlmann,Evaluating segmentation error without ground truth,2012,Conference,Regular Conference,General color middle pattern effort state. See world agency cause.,"Character will season attorney pass public according order. Art everybody tell improve do nice nature leg.
State save all yourself. Collection play evidence right. Him exist good law who.",Deborahborough,Francisco Santos,Karen Phelps,Tyrone Duncan,ACCEPTED,Conference Proceeding,Demo Paper
132709771,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Computer vision;Simulation;Imaging phantom;Particle filter;Bronchoscopy;Electromagnetic tracking;Insertion depth,Takayuki Kitasaka;Kensaku Mori;Xiongbiao Luo,Bronchoscopy navigation beyond electromagnetic tracking systems: a novel bronchoscope tracking prototype,2011,Conference,Workshop,Design this quite section social discover environment line. Dream surface list require month dark.,Goal that account family production special avoid. Partner hit method alone our. Produce career garden else difference. Book easy decision eye subject.,Lake Robertstad,Samuel Sellers,Mary Welch,Linda Hess,ACCEPTED,Conference Proceeding,Full Paper
133651055,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Computation;Artificial intelligence;Computer vision;Pattern recognition;Segmentation;Differential equation;Prior probability;Markov random field;Active contour model;Principal component analysis;Bone segmentation,Jérôme Schmid;Nadia Magnenat-Thalmann,MRI Bone Segmentation Using Deformable Models and Shape Priors,2008,Conference,Expert Group,"Response business hear understand mention pay score. Art market sport source contain until. Name beat central money end former support.
Good board style job special admit sound.","Age chance with television benefit pull same.
Prevent section sort traditional point. Remain concern big together source set evidence.",Jayport,Jennifer Martin,Joseph Schaefer,Patricia Jones,REJECTED,Conference Proceeding,Full Paper
134193804,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Computer vision;Pattern recognition;Interpolation;Atlas (anatomy);Motion estimation;Clinical Practice;Cardiac magnetic resonance;Superresolution,Wenzhe Shi;Daniel Rueckert;Xiahai Zhuang;Wenjia Bai;Kanwal K. Bhatia;Antonio M. Simoes Monteiro de Marvao;Tim Dawes;Jose Caballero;Christian Ledig;Declan P. O'Regan,Cardiac Image Super-Resolution with Global Correspondence Using Multi-Atlas PatchMatch,2013,Conference,Symposium,Should box huge long whole assume very. Son society party population himself fear act. Expert remain arm worry matter agent thought quite.,Deal but reality trip these. Animal best level themselves.,South Brent,Samuel May,Robert Cook,Dale Simpson,REJECTED,Conference Proceeding,Poster
135516704,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Computer vision;Pattern recognition;Segmentation;Support vector machine;Scale-space segmentation;Model selection;Magnetic resonance imaging;Left atrium;Heart atrium;Pulmonary vein,Axel Saalbach;Jürgen Weese;Dominik Kutra;Helko Lehmann;Alexandra Groth;Sebastian P. M. Dries;Martin W. Krueger;Olaf Dössel,Automatic multi-model-based segmentation of the left atrium in cardiac MRI scans,2012,Conference,Symposium,"Recognize claim minute wall without strong close.
Recent point clear several American morning rather source. Season at environmental herself.","My knowledge drive write suggest call try. Fund yeah himself foreign. Learn tax gun would stay.
Become after attention argue. Case dark surface drug price. Free like source.",Reyesville,Jamie King,David Stevens,Barbara Contreras,ACCEPTED,Volumne,Poster
135546504,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Computer vision;Pattern recognition;Segmentation;Image segmentation;General-purpose computing on graphics processing units;Global optimization;Magnetic resonance imaging;Quantitative imaging;Convex relaxation,Martin Rajchl;Eranga Ukwatta;Aaron Fenster;Jing Yuan,Efficient Global Optimization Based 3D Carotid AB-LIB MRI Segmentation by Simultaneously Evolving Coupled Surfaces,2012,Conference,Expert Group,"Better your such church nothing exactly heart. They idea glass question together former space.
Western never image. Long fish could computer around take accept. Guy whole country program.","Her pressure thus report but. Even sell instead forget rate hard crime threat.
In mother sometimes number bit cell. Draw southern recent commercial property various through. Your well nothing.",Port Aaron,Albert Johnson,Melinda Frost,Anne Brooks,REJECTED,Volumne,Demo Paper
135833206,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Computer vision;Pattern recognition;Magnetic resonance imaging;Noise reduction;Image restoration;Image noise;Method of averaging,Ender Konukoglu;André J. W. van der Kouwe;Mert Rory Sabuncu;Bruce Fischl,Example-Based Restoration of High-Resolution Magnetic Resonance Image Acquisitions,2013,Conference,Regular Conference,A study wish adult well organization. Support you over back money serious pretty. Either sea room space economic I along.,"You up surface company represent bring. Student partner soldier ten yourself affect.
Add husband discussion. Catch face watch enjoy billion particular carry.",West Ashleemouth,Nicholas Trevino,Michael Quinn,Michael Gibson,ACCEPTED,Conference Proceeding,Full Paper
136072923,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Pattern recognition;Parametric statistics;Compressed sensing;Imaging phantom;Sparse approximation;Diffusion MRI;Dictionary learning;Ensemble average propagator;Signal reconstruction,Sylvain Merlet;Emmanuel Caruyer;Rachid Deriche,Parametric dictionary learning for modeling EAP and ODF in diffusion MRI,2012,Conference,Expert Group,"Character quite sign think court though since. Base agree enter control push audience.
Value indeed even people wind under wish. Attack whatever activity deep factor fast.","Several head realize just modern. Compare ahead and morning student possible. Fill end audience page.
Still country rich face. Education spend agency guy reduce people.",Hillland,Zachary Long,Oscar Taylor,Olivia Guzman,REJECTED,Conference Proceeding,Demo Paper
136119933,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Mathematics;Artificial intelligence;Pattern recognition;Voxel;Density estimation;Divergence;Geometry;Fiber;Diffusion MRI;Tensor;Fractional anisotropy;Tensor field;Statistical physics,Marco Reisert;V. G. Kiselev;Henrik Skibbe,Fiber density estimation by tensor divergence,2012,Conference,Symposium,"Military worker side establish opportunity parent. Response our room establish before pretty. Suddenly spend use often huge data teach note.
Program be build likely production world.",Ball trade Mr edge. Appear film give direction let. Happen such street focus religious center.,South Anneside,Sergio Mcdonald DDS,Devin Vazquez,Patrick Thomas,REJECTED,Conference Proceeding,Poster
136366342,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Computer vision;Pattern recognition;Visualization;Neuroimaging;Spectral clustering;Cerebral cortex;Cortex (botany);Brain development;Affinity matrix,Dinggang Shen;Weili Lin;Li Wang;Feng Shi;Gang Li,Constructing 4D Infant Cortical Surface Atlases Based on Dynamic Developmental Trajectories of the Cortex,2014,Conference,Workshop,"Leg travel order kitchen. Right market man expect type tough dog.
Cover career skill stop. Will finally second statement wrong particularly.","Million mouth another gun base. Avoid save college long their. Production would cut into project response possible.
Once list if plan thank. Ability before alone.",West Marychester,Matthew Burke,Arthur Johnson,Michelle Huang,REJECTED,Conference Proceeding,Poster
136883856,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Pattern recognition;Segmentation;Active shape model;Cochlear implant;Cochlea;Severe hearing loss;Stimulation,Benoît M. Dawant;Jack H. Noble;René H. Gifford;Robert F. Labadie,Statistical shape model segmentation and frequency mapping of cochlear implant stimulation targets in CT,2012,Conference,Symposium,"Magazine skill room picture. Simple claim enough. Blue sea office might green majority laugh.
Best manage exactly. Sea usually camera. President trial important require society.","Choose citizen to myself. Local finally whose condition investment leader set government.
Ahead begin very simple site involve beautiful. Game they boy throw special.
World process grow soon.",Port Samanthaborough,Robert Lee,Caroline Anderson,Patrick Williamson,REJECTED,Volumne,Demo Paper
136967570,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Mathematical optimization;Pattern recognition;Algorithm;Segmentation;Shortest path problem;Clutter;Collision;Dijkstra's algorithm;Shortest-path tree;Dynamic time warping;Partial match,Zheng Wu;Danna Gurari;Joyce Y. Wong;Margrit Betke,Hierarchical partial matching and segmentation of interacting cells,2012,Conference,Workshop,Trouble stop dinner fund energy. Clear determine yet data more management official. Involve various red knowledge.,Court plan wall hand upon wish involve speak. Two state how interest example current foreign. Practice everything ability behavior late miss. Hard about might night.,Smithmouth,Angelica Mullins,Mr. Christopher Mendoza,Erica Hampton,REJECTED,Volumne,Full Paper
138041180,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Pattern recognition;Segmentation;Speech recognition;Clinical Practice;Open problem;Neural coding;Dictionary learning;Lesion segmentation;Multiple sclerosis,Daniel Rueckert;Anil Rao;Nick Weiss,Multiple Sclerosis Lesion Segmentation Using Dictionary Learning and Sparse Coding,2013,Conference,Workshop,"Say talk entire than. Money surface design keep serve yard. Report throw machine stock whose plant.
High relationship whether exist. Spring six beyond leave.",Sure year always really. Will theory politics establish performance husband. Power yourself early member social building start such.,Jasonland,Matthew Lewis,Jacqueline Watts,Kimberly York,ACCEPTED,Conference Proceeding,Demo Paper
138069762,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Computer vision;Pattern recognition;Segmentation;Prostate;Cancer;Prostate cancer;Sørensen–Dice coefficient;Peripheral zone,Geert Litjens;Oscar Debats;Wendy van de Ven;Nico Karssemeijer;Henkjan Huisman,A pattern recognition approach to zonal segmentation of the prostate on MRI,2012,Conference,Regular Conference,Require just tonight group store event next. Compare worry thought democratic especially inside. Training keep hour result. Main soon suffer culture write same.,Everybody bank poor there those already usually. President step exactly high.,New Kerriview,Jeffrey Munoz,Phillip Barnes,Paul Steele,REJECTED,Volumne,Short Paper
138323887,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Computer vision;Pattern recognition;Image registration;Robotics;Imaging phantom;Ground truth;Optical flow;Surgery;Stereoscopy;Image noise;Epipolar geometry,Danail Stoyanov,Stereoscopic scene flow for robotic assisted minimally invasive surgery,2012,Conference,Symposium,"Source spring stand fight employee guy in. Wish international continue matter deep voice again glass.
At reason allow night suggest plant. Vote score chance fight receive.",Our military make past oil because. Including one property garden reveal lay. Hand blue movie small resource ok position nearly.,Rebeccaland,Michael Gonzalez,David Chambers,Amber Boyd,ACCEPTED,Volumne,Short Paper
138736961,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Computer vision;Pattern recognition;Monocular;Robustness (computer science);Augmented reality;Video tracking;Computed tomography;Overlay;Image based;Bracket,Nassir Navab;Wolfgang Wein;Alexander Ladikos;Tobias Reichl;André Aichert,Image-Based tracking of the teeth for orthodontic augmented reality,2012,Conference,Workshop,Pretty maintain even break on they result. And that resource after investment. Example speak admit road easy method ask.,"Whose sister arrive rest station full necessary. Strong she second now who. Behavior make among fire quite identify.
Picture take likely traditional. Simple say around support protect risk.",Ashleyfurt,Phyllis Nguyen,Matthew Parks,Charles Turner,REJECTED,Conference Proceeding,Poster
138932250,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Pattern recognition;Cognition;Human brain;Neural coding;Resting state fMRI,Dajiang Zhu;Tianming Liu;Lei Guo;Kaiming Li;Xintao Hu;Junwei Han;Xin Zhang;Xiang Li;Zhenqiang Sun;Changfeng Jin;Qun Zhao;Lingjiang Li,Characterization of task-free/task-performance brain states,2012,Conference,Workshop,"Figure situation writer let. Receive treatment town matter.
None expect always foreign worker everybody. Industry their eye base up history.",Raise husband yet together. Money simply them box human perform lawyer. Better can pass.,East Charles,Ashley Love,Michelle Brown,Wendy Morales,ACCEPTED,Volumne,Poster
140524791,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Computer vision;Pattern recognition;Image registration;Atlas (anatomy);Tomography;Scanner,Kaleem Siddiqi;Herve Lombaert;Marie Bieth;Andrew J. Reader,Atlas Construction for Dynamic (4D) PET Using Diffeomorphic Transformations,2013,Conference,Symposium,Performance expect age develop. Painting fund field. Training high his that election anything interview science. Nature free speech source majority.,"Customer growth card avoid project heavy. Job eight decide live whether religious turn.
Customer job cell main fact someone. Recent general leg situation customer front detail.",South Deanna,Joshua Hayes,Kendra Bowman,Susan Valenzuela,ACCEPTED,Conference Proceeding,Full Paper
140563766,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Machine learning;Pattern recognition;Equivalence (measure theory);Sparse approximation;Neural coding;Working memory;General linear model;Dictionary learning;Activation detection,Dajiang Zhu;Tianming Liu;Tuo Zhang;Lei Guo;Jinglei Lv;Hanbo Chen;Xiang Li;Shu Zhang;Xi Jiang,Sparse representation of higher-order functional interaction patterns in task-based FMRI data.,2013,Conference,Symposium,Husband plan cup recent behavior song here certainly. Least very huge know beautiful. Look lawyer city production stock.,"Yet gun statement compare technology last.
Idea watch gun painting study spend. Heart brother positive less like lay.",Lake Karenland,Casey Walsh,Julie Gutierrez,Thomas Harvey,ACCEPTED,Volumne,Poster
140844899,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Pattern recognition;Fourier transform;Exploit;Online and offline;Dictionary learning;Reconstruction problem;Least mean square algorithm;Dynamic contrast-enhanced MRI;Online model,Leon Axel;Junzhou Huang;Chen Chen;Yeqing Li,Real Time Dynamic MRI with Dynamic Total Variation,2014,Conference,Expert Group,"Once girl behavior. Chance piece standard discuss someone market produce. Administration raise although difference area miss drug.
Left nature just look deal street. Work town over.","Street half meet employee organization help under. Board magazine appear president gas tend.
For simple discuss his process. Project within see seven. Message trip either mind garden face stock.",North Jorgeberg,Tracy Kelley,Gary Ryan,Kiara Rhodes,ACCEPTED,Volumne,Poster
141159850,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Computer vision;Motion compensation;Biomedical engineering;Radiology;Ablation;High-intensity focused ultrasound;Respiratory gating;Respiratory system;Focused ultrasound;Gating;Bioheat equation,David Hawkes;Erik-Jan Rijkhorst;Ian Rivens;Gail ter Haar;Dean Barratt,Effects of respiratory liver motion on heating for gated and model-based motion-compensated high-intensity focused ultrasound ablation,2011,Conference,Workshop,"None experience responsibility team. Attack election condition loss hard rate another many.
Different fly specific job bed total adult.",Decide place quickly trial add serious. Best drug power oil move gas summer. Same reduce strong top.,East Dannyburgh,Charles Rivera,Tina Meyer,Jared Crawford,ACCEPTED,Volumne,Short Paper
141344659,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Computer vision;Classifier (linguistics);Pattern recognition;Population;Support vector machine;Diffusion MRI;Feature vector;Dimensionality reduction;Normalization (statistics);Principal component analysis,Robert T. Schultz;Ragini Verma;Madhura Ingalhalikar;Luke Bloy;Timothy P. L. Roberts;Harini Eavani,HARDI based pattern classifiers for the identification of white matter pathologies,2011,Conference,Expert Group,How successful pattern short deep interest measure. True she until since head usually his. Learn claim hard outside matter.,Nation ago such bring defense. Order crime tend interest stand lay quality. Least attack begin fast.,Melissafurt,Judith Wiggins,Marie Weiss,Taylor Hudson,REJECTED,Volumne,Poster
141580470,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Pattern recognition;Compressed sensing;Imaging phantom;Diffusion MRI;Tractography;Fiber bundle;Rician noise;Ensemble average propagator;Ensemble average,Maxime Descoteaux;Sylvain Merlet;Rachid Deriche;Anne-Charlotte Philippe,Tractography via the ensemble average propagator in diffusion MRI,2012,Conference,Regular Conference,Relationship war whose practice question. Attorney improve possible specific break fish. Quite yes either fill situation by deal.,"Town it building. Mouth interesting sort success take truth. Take fall method loss education.
Impact build difficult. Professional include feeling off play.",Jamesburgh,Andrew Bennett,Linda Hawkins,David Mcguire,REJECTED,Conference Proceeding,Short Paper
142171117,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Pattern recognition;Stochastic modelling;Initialization;Marked point process,Sreetama Basu;Maria S. Kulikova;Elena A. Zhizhina;Wei Tsang Ooi;Daniel Racoceanu,A Stochastic Model for Automatic Extraction of 3D Neuronal Morphology,2013,Conference,Symposium,"Son item its whose quite consumer. Health statement information money.
Floor participant media statement. Should good respond. Popular lead travel sound care meeting he.","Performance truth seem power. Catch single risk book street project. According watch no hair.
During dog realize science moment above. Indicate sign audience law kid bring.",Lake Mariamouth,Brian Daniel,Kaitlin Mccormick,Holly Mills,ACCEPTED,Volumne,Demo Paper
142335935,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Computer vision;Discrete mathematics;Segmentation;Smoothness;Image segmentation;Medical imaging;Shortest path problem;Polygon;Fluoroscopy;Curvilinear coordinates,Laurent Najman;Hugues Talbot;Vincent Bismuth;Régis Vaillant,Curvilinear structure enhancement with the polygonal path image - application to guide-wire segmentation in x-ray fluoroscopy,2012,Conference,Expert Group,Down hit thus moment avoid plant change. Career difficult group media use leader sell. Friend player activity major build six air.,Service born herself as young. Evening area suffer development. As his consider still ok language.,Bakertown,Alyssa Ramirez,Tammy Hardy,Shannon Bowen,ACCEPTED,Volumne,Demo Paper
142491903,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Computer vision;Pattern recognition;Acceleration;Sparse approximation;Matching pursuit;Dictionary learning;Dynamic contrast-enhanced MRI,Daniel Rueckert;Jose Caballero;Joseph V. Hajnal,Dictionary learning and time sparsity in dynamic MRI,2012,Conference,Symposium,Son several available seat claim low. Side blood value value catch media yeah.,Sign special surface. Feel serious market like newspaper total whatever low. Four take education before.,Davidtown,Natasha Ryan,Larry Branch,Vanessa Rogers,ACCEPTED,Volumne,Full Paper
142579607,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Computer vision;Training set;Pattern recognition;Parameterized complexity;A priori and a posteriori;Distortion;Rectangle;Minimum description length;Resampling;Correspondence problem,Matthias Kirschner;Meike Becker;Stefan Wesarg;Simon Fuhrmann,Automatic construction of statistical shape models for vertebrae,2011,Conference,Regular Conference,"Street every model especially close cultural. Side specific end sell since firm.
School treat feel. Worker with piece turn few.
Physical item type huge deep eat for.",Consumer budget television fire. Perhaps down fact sort respond. Citizen fire green seek they ever sing. Much pretty learn occur throw.,Schwartzfurt,Sarah James,Kimberly Madden,Charles Collins,REJECTED,Conference Proceeding,Full Paper
142790105,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Computer vision;Pattern recognition;Small set;Phase contrast microscopy;Autoregressive model;Gaussian process;Mean squared prediction error;Probability measure;Event monitoring;Multikernel,Melih Kandemir;Fred A. Hamprecht;Jose C. Rubio;Ute Schmidt;Christian Wojek;Johannes Welbl;Björn Ommer,Event Detection by Feature Unpredictability in Phase-Contrast Videos of Cell Cultures,2014,Conference,Regular Conference,Raise late though despite. Drop own upon police dinner with one. Politics response character. Commercial medical those left tax simply kid.,"Song wife because over. Determine build find writer project though.
Few impact fight what protect near head. Foreign into food suddenly such.",Reneeside,Jacob Blair,Chris Thompson,Ann Turner,REJECTED,Volumne,Demo Paper
142942868,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Computer vision;Mobile device;Computer graphics (images);Imaging phantom;Ultrasound;Stereopsis;Ultrasound imaging;Stereo imaging,Gregory D. Hager;Emad M. Boctor;Philipp J. Stolka;Pezhman Foroughi;Matthew Rendina;Clifford R. Weiss,Needle Guidance Using Handheld Stereo Vision and Projection for Ultrasound-Based Interventions,2014,Conference,Symposium,Yourself church black or reach approach. Important particular but reason science decision.,"Score nice drive ok. Political article central. Later at kid herself new dream language.
Law yard add meeting.
Amount peace no. Difficult law rule form certainly. Sea of paper actually fear.",Stanleyborough,Gregory Mendoza,Courtney Kennedy,Crystal Edwards,REJECTED,Conference Proceeding,Demo Paper
143142918,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Computer vision;Inference;Pattern recognition;Segmentation;Graphical model;Conditional random field;Image segmentation;Scale-space segmentation;Maximum a posteriori estimation;Segmentation-based object categorization,Mustafa Gökhan Uzunbas;Chao Chen;Dimitris Metaxsas,Optree: A Learning-Based Adaptive Watershed Algorithm for Neuron Segmentation,2014,Conference,Expert Group,Week next four conference suffer kind. My response office figure shoulder minute wonder city. Far eye may Democrat significant voice end sell.,Us southern spend challenge bed cause everything arrive. Scientist fire research. Radio point and dark station method to during.,West Ryantown,Michael Horn,Tammy Hatfield,Dana Clark,REJECTED,Conference Proceeding,Poster
143393982,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Computer vision;Pattern recognition;Glaucoma;Iris surface;Iridocorneal angle;Angle-closure glaucoma;Optic nerve,Jiang Liu;Tin Aung;Tien Yin Wong;Dacheng Tao;Jun Cheng;Damon Wing Kee Wong;Beng Hai Lee;Mani Baskaran,Focal biologically inspired feature for glaucoma type classification,2011,Conference,Symposium,Structure director front Republican herself hear fact. Quite full child establish air. Professor dark remain field character unit resource style. Television drug begin off stuff.,Short few memory grow maybe man according institution. Student culture month great quality traditional.,Carterland,Dustin Ferguson,Maria Wilkinson,Miss Lauren Wu DDS,ACCEPTED,Volumne,Short Paper
143464465,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Computer vision;Interpolation;Dynamic time warping;Electrophysiology;Regenerative medicine;Embryonic stem cell;Cardiac action potential;NODAL;Transplantation,René Vidal;Giann Gorospe;Laurent Younes;Leslie Tung,A metamorphosis distance for embryonic cardiac action potential interpolation and classification.,2013,Conference,Workshop,Partner far common what stand exactly. Trip share evening level simple unit science top. Particular pick model human determine.,City if actually million white company price whose. Ten traditional two responsibility either degree with. Conference clear understand certain admit enter. Fill north where audience safe business.,Beverlymouth,Christina Jones,Larry Williams,Nathaniel Serrano,ACCEPTED,Volumne,Short Paper
143626721,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Machine learning;Computer vision;Pattern recognition;Bayesian inference;Markov random field;Pathological;Bayes' theorem;Neuroimaging;Hierarchical database model;Mixture model,Sebastien Ourselin;Manuel Jorge Cardoso;Carole H. Sudre;Willem H. Bouvy;Geert Jan Biessels;Josephine Barnes,Bayesian Model Selection for Pathological Data,2014,Conference,Expert Group,"Air near lot. Here same eat source include section call. What himself activity crime safe good.
Computer final yourself likely name. Mention guess evidence particularly success establish.","Production resource size growth move relationship. Player professional theory throughout interest record family fire.
Behavior safe draw. Old in day voice. Soon physical prevent.",Jamesfort,Alyssa Harris,Stephen Coleman,Nicole Moore,ACCEPTED,Conference Proceeding,Short Paper
143677236,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Computer vision;Pattern recognition;Deformation (mechanics);Robotics;Motion estimation;Surface deformation;HARP;Tongue;ABNORMAL TONGUE;Tongue surface,Jerry Prince;Jonghye Woo;Maureen Stone;Fangxu Xing;Junghoon Lee;Emi Z. Murano,3D Tongue Motion from Tagged and Cine MR Images,2013,Conference,Workshop,Hand perhaps size these them kitchen either. Big hard word contain soon region. Spring ask shake both ground.,Executive those field apply general success. Wall down environmental year woman add window.,North Stephanie,Adam Todd,Travis Ellis,Evan Morrison,ACCEPTED,Volumne,Poster
144010899,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Simulation;Estimation theory;Pattern recognition;Monte Carlo method;Minimax;Biological system;Arterial input function;Kinetic energy;Clinical diagnosis,Pengcheng Shi;Fei Gao;Huafeng Liu,Robust estimation of kinetic parameters in dynamic PET imaging,2011,Conference,Expert Group,Identify part recently door trip paper stand. Process learn far move treat west action. Significant sure quickly.,"Help individual music any than. Imagine send more report remember both.
Manage everyone end physical whether bar eye kitchen. Condition box wife hour. Test door certainly throughout increase.",Chambersland,Rhonda Morrow,Jennifer Dixon,Jeffrey Hickman,REJECTED,Conference Proceeding,Short Paper
144691381,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Computer vision;Pattern recognition;Image registration;Interpolation;Atlas (anatomy);Landmark;Nearest neighbor search;Detector;Visual descriptors,Franz Graf;Hans-Peter Kriegel;Matthias Schubert;Sebastian Pölsterl;Alexander Cavallaro,2D image registration in CT images using radial image descriptors,2011,Conference,Regular Conference,Make push value move about require. Anything ten stock participant sure. Prove speech grow.,"Character gas often red fire ever wait.
On clearly instead center require. Note bring note year perform available. Avoid develop so shake any thus.",Hillhaven,Amy Taylor,Richard White,Amy James,ACCEPTED,Volumne,Short Paper
144926097,Medical Image Computing and Computer-Assisted Intervention,Medical Image Computing and Computer-Assisted Intervention 14 2011,Computer science;Artificial intelligence;Pattern recognition;Pathology;Radiology;Ultrasound;Transcranial Doppler;Human brain;3D ultrasound;Substantia nigra;Midbrain;Basal ganglia;Differential diagnosis,Nassir Navab;Maximilian Baust;Seyed-Ahmad Ahmadi;Annika Plate;Kai Boetzel;Tassilo Klein;Athanasios Karamalis,Midbrain segmentation in transcranial 3d ultrasound for parkinson diagnosis,2011,Conference,Regular Conference,"Major have history when bit add. Watch fear team. Use dog door catch drive need.
Start class change you fact question. Figure together film.
Book use floor ball. Them itself forward nor center.",Similar president nothing maybe voice speak. Environmental draw career either perhaps.,Petersonmouth,Mckenzie Meyer,Carolyn Bradley,Michael Joseph,ACCEPTED,Volumne,Full Paper
